Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,-2,3,15
  └─ Profit from operations,2.40,7.91,9.03,12.15
  └─ Receivables,-0.22,2.24,-14.05,1.40
  └─ Inventory,-0.55,-6.23,1.69,-16.78
  └─ Payables,-0.11,0.40,0.91,5.67
  └─ Operating borrowings,0.00,0.00,0.00,13.73
  └─ Other WC items,2.20,-5.81,6.35,2.06
  └─ Working capital changes,1.32,-9.39,-5.11,6.09
  └─ Direct taxes,-0.38,-1.02,-1.31,-3.38
Cash from Investing Activity,-1,1,-21,-13
  └─ Fixed assets purchased,-0.18,-2.37,-11.04,-12.29
  └─ Fixed assets sold,0.00,1.67,0.00,0.00
  └─ Investments purchased,0.00,-0.18,-6.09,0.00
  └─ Investments sold,0.00,0.00,0.29,2.18
  └─ Investment income,0.00,0.00,0.00,0.16
  └─ Interest received,0.01,0.03,0.33,1.44
  └─ Other investing items,-0.84,2.15,-4.48,-4.76
Cash from Financing Activity,-2,2,20,-2
  └─ Proceeds from shares,0.00,0.00,24.04,0.00
  └─ Proceeds from borrowings,0.00,3.02,0.00,1.54
  └─ Repayment of borrowings,-1.81,0.00,-3.24,0.00
  └─ Interest paid fin,-0.55,-0.72,-0.83,-1.81
  └─ Other financing items,0.00,0.00,0.00,-1.25
Net Cash Flow,-0,1,2,0
  └─ Free Cash Flow,3,-3,-8,3
  └─ CFO/OP,178%,-19%,45%,152%
