Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Cash from Operating Activity,-66.07,-66.51,15.83,-48.35,3.47,1.20,-10.27,1.59,18.29,4.79,-12.92
  └─ Profit from operations,2.90,3.77,-1.22,8.73,16.95,19.42,17.90,6.79,-3.56,15.62,7.27
  └─ Receivables,-4.17,4.61,-6.03,5.89,-0.03,-0.30,0.26,-0.41,0.00,0.00,0.00
  └─ Inventory,-8.69,4.92,-5.05,0.00,2.02,-3.47,2.91,-2.13,0.00,0.00,-17.34
  └─ Loans Advances,-55.77,-82.34,28.10,-56.40,-8.35,-8.94,-24.72,-8.47,-0.72,-4.15,-4.70
  └─ Other WC items,0.23,3.91,0.63,-2.89,-0.37,-0.62,-0.53,11.05,23.82,-3.27,5.89
  └─ Working capital changes,-68.40,-68.90,17.65,-53.40,-6.72,-13.33,-22.08,0.04,23.10,-7.43,-16.14
  └─ Direct taxes,-0.57,-1.38,-0.60,-3.68,-6.76,-4.89,-6.08,-5.23,-1.25,-3.40,-4.05
Cash from Investing Activity,-10.54,-9.59,-7.57,-7.28,3.77,1.97,1.28,-3.01,-24.16,0.10,-0.96
  └─ Fixed assets purchased,-0.16,-0.55,-0.28,-0.06,-0.09,-2.17,-1.06,-0.16,-0.22,0.00,0.00
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
  └─ Investments purchased,-11.28,-10.17,-7.11,-3.00,0.00,0.00,0.00,-2.96,-25.00,0.00,0.00
  └─ Investments sold,0.85,2.06,0.00,0.00,-0.20,4.10,2.24,0.00,0.00,0.00,0.00
  └─ Interest received,0.05,0.07,0.06,0.23,0.03,0.00,0.11,0.11,0.00,0.00,0.00
  └─ Dividends received,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,-1.00,-0.24,-4.45,4.00,0.00,0.00,0.00,0.06,0.10,-0.95
Cash from Financing Activity,78.96,73.63,-4.66,52.45,-0.07,0.00,2.09,0.17,6.40,4.35,7.74
  └─ Proceeds from shares,23.20,63.00,7.00,109.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from debentures,50.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Redemption of debentures,0.00,0.00,-7.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,-6.50,0.63,0.07,0.00,0.00,2.09,1.49,8.50,5.50,0.00
  └─ Repayment of borrowings,6.50,10.80,-5.20,-5.60,-0.07,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.18,-0.71,-0.77,-1.12
  └─ Dividends paid,-0.63,-0.72,0.00,0.00,0.00,0.00,0.00,-0.95,0.00,0.00,0.00
  └─ Other financing items,-0.11,0.05,-0.09,-1.14,0.00,0.00,0.00,-0.19,-1.39,-0.37,8.86
Net Cash Flow,2.35,-2.47,3.60,-3.18,7.17,3.17,-6.89,-1.24,0.53,9.25,-6.14
  └─ Free Cash Flow,-66.23,-67.06,15.55,-48.41,3.38,-0.97,-11.33,1.43,19.07,4.79,-12.92
  └─ CFO/OP,-2093%,-611%,344%,-406%,64%,33%,-25%,42%,-671%,61%,-160%
