Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010
Cash from Operating Activity,-1,1,3,-5,11
  └─ Profit from operations,0.68,0.57,1.12,1.04,14.97
  └─ Receivables,1.31,0.30,-3.57,-1.74,-3.46
  └─ Payables,0.30,0.54,3.53,-3.55,2.75
  └─ Working capital changes,1.61,0.84,-0.04,-5.29,-0.71
  └─ Direct taxes,-0.32,-0.32,0.00,-0.54,-3.40
  └─ Other operating items,-2.69,0.00,0.00,0.00,0.00
  └─ Exceptional CF items,0.00,0.32,2.15,-0.04,0.07
Cash from Investing Activity,-16,8,1,-39,6
  └─ Investments purchased,-29.12,0.00,0.00,-43.88,0.00
  └─ Investments sold,9.17,0.00,0.00,0.00,0.00
  └─ Dividends received,3.52,7.54,0.62,5.29,5.72
Cash from Financing Activity,17,-9,-4,43,-17
  └─ Proceeds from borrowings,19.76,3.42,117.65,118.34,0.00
  └─ Repayment of borrowings,0.00,-8.48,-117.96,-62.73,-9.98
  └─ Interest paid fin,-2.89,-0.03,-3.51,-12.17,-6.67
  └─ Dividends paid,-0.02,-3.82,-0.03,-0.03,-0.03
  └─ Other financing items,0.24,0.00,0.00,0.00,0.00
Net Cash Flow,-0,0,0,-0,-0
  └─ Free Cash Flow,-1,1,3,-5,11
  └─ CFO/OP,-11%,24%,-497%,-21%,231%
