Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,14,21,18,19
  └─ Profit from operations,27.00,35.77,36.64,42.43,47.19
  └─ Receivables,-5.55,-15.67,-0.12,-22.47,7.21
  └─ Inventory,-22.74,-23.51,-5.28,3.52,-17.95
  └─ Payables,4.62,18.60,-6.50,-1.02,-13.94
  └─ Working capital changes,-23.68,-20.58,-11.89,-19.97,-24.68
  └─ Direct taxes,-2.92,-1.38,-3.88,-4.37,-3.70
Cash from Investing Activity,-19,-39,-34,-36,-20
  └─ Fixed assets purchased,-42.64,-30.68,-18.72,-22.13,-12.16
  └─ Fixed assets sold,0.00,0.03,0.16,0.03,0.19
  └─ Investments purchased,-0.01,-2.01,-4.89,-0.63,-40.50
  └─ Interest received,0.47,0.39,0.11,0.16,0.22
  └─ Other investing items,23.01,-7.02,-10.47,-13.30,32.41
Cash from Financing Activity,18,33,7,22,-6
  └─ Proceeds from shares,0.00,4.15,13.83,0.00,1.95
  └─ Proceeds from borrowings,25.52,37.81,4.43,37.51,9.42
  └─ Repayment of borrowings,-3.87,-2.25,-4.91,-7.00,-8.23
  └─ Interest paid fin,-2.70,-5.89,-7.12,-8.48,-8.92
  └─ Dividends paid,-1.12,-0.57,-0.57,0.00,0.00
  └─ Other financing items,0.00,0.00,1.57,0.00,0.00
Net Cash Flow,-1,8,-6,4,-7
  └─ Free Cash Flow,-42,-17,2,-4,7
  └─ CFO/OP,13%,46%,75%,64%,51%
