Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,4,-1,5,3,3,-1,4,3,-19,-4
  └─ Profit from operations,-2.00,-1.59,2.17,-2.00,6.14,7.17,5.32,-7.49,-15.33,-11.51
  └─ Receivables,1.63,-0.95,-1.12,4.15,-7.77,-2.12,-1.73,5.92,3.57,-0.26
  └─ Inventory,3.17,1.39,-2.81,1.45,-2.02,0.69,-3.84,-0.89,2.53,1.46
  └─ Payables,-2.76,0.25,6.66,-3.43,5.58,-4.60,5.79,5.70,-5.42,0.00
  └─ Other WC items,4.00,0.47,0.49,2.63,1.46,-1.99,-1.67,-0.51,1.24,6.34
  └─ Working capital changes,6.04,1.16,3.22,4.80,-2.75,-8.03,-1.44,10.23,1.93,7.54
  └─ Direct taxes,-0.19,-0.16,-0.13,0.17,0.06,0.02,-0.13,0.03,-5.81,0.00
  └─ Other operating items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08
Cash from Investing Activity,-1,-3,-3,-0,-0,-2,-2,1,26,1
  └─ Fixed assets purchased,-0.72,-2.08,-2.31,-0.60,-0.44,-2.31,-1.39,-0.51,0.00,-4.22
  └─ Fixed assets sold,0.00,0.03,0.00,0.00,0.00,0.13,0.00,0.12,0.49,0.00
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,0.00
  └─ Interest received,0.03,0.17,0.03,0.11,0.09,0.08,0.03,0.09,0.22,0.96
  └─ Acquisition of companies,0.00,0.00,-1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,-0.10,-0.63,0.10,0.00,0.00,0.00,-0.40,1.12,45.33,3.88
Cash from Financing Activity,-3,4,-2,-3,1,5,-8,-4,-5,2
  └─ Proceeds from borrowings,21.00,31.50,10.50,19.66,4.40,12.33,0.00,1.82,0.90,5.64
  └─ Repayment of borrowings,-28.99,-41.29,-20.14,-24.34,-1.83,-5.32,-4.03,-1.99,-2.80,-0.78
  └─ Interest paid fin,-5.19,-6.56,-5.75,-4.45,-1.85,-2.43,-3.49,-3.48,-3.15,-3.28
  └─ Other financing items,10.00,20.00,13.40,6.31,0.00,0.00,-0.13,0.00,0.00,0.00
Net Cash Flow,-0,1,0,-0,4,2,-6,-0,2,-2
  └─ Free Cash Flow,3,-3,3,2,3,-3,2,2,-19,-8
  └─ CFO/OP,-84%,10%,561%,-83%,55%,-14%,94%,-34%,143%,38%
