Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,1,-3,-6,-1
  └─ Profit from operations,10.80,12.47,9.34,12.50,17.61
  └─ Receivables,-6.46,-2.86,2.60,-10.88,-5.01
  └─ Inventory,-12.77,-5.59,-11.09,-15.90,3.10
  └─ Payables,15.69,-0.57,-1.53,12.21,-15.39
  └─ Working capital changes,-3.55,-9.02,-10.03,-14.57,-17.30
  └─ Direct taxes,-2.18,-2.50,-2.68,-3.70,-1.53
Cash from Investing Activity,-4,-10,-24,-11,-3
  └─ Fixed assets purchased,-4.72,-3.76,-4.80,-37.47,-2.44
  └─ Fixed assets sold,0.07,0.11,0.00,0.00,0.02
  └─ Capital WIP,-0.22,-6.39,-21.51,28.11,0.00
  └─ Investments purchased,0.00,0.00,0.00,-0.29,-0.38
  └─ Investments sold,1.25,0.00,0.04,0.00,0.00
  └─ Dividends received,0.00,0.05,0.11,0.00,0.10
  └─ Other investing items,0.00,0.00,1.94,-1.00,0.00
Cash from Financing Activity,-3,2,34,29,-10
  └─ Proceeds from borrowings,0.01,0.70,37.14,35.49,5.30
  └─ Repayment of borrowings,-2.50,-0.40,0.00,0.00,-6.66
  └─ Interest paid fin,-0.89,-1.68,-2.30,-5.18,-6.83
  └─ Dividends paid,-1.17,-1.16,-1.15,-1.17,-1.70
  └─ Share application money,0.67,0.00,0.00,0.00,0.00
  └─ Other financing items,0.79,4.67,0.55,-0.17,-0.17
Net Cash Flow,-2,-7,7,13,-14
  └─ Free Cash Flow,0,-9,-30,-15,-4
  └─ CFO/OP,75%,34%,-9%,-21%,2%
