Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.46,-1.11,-3.11,-0.19
  └─ Profit from operations,3.53,3.33,8.86,6.83
  └─ Receivables,-1.43,0.44,-7.94,-6.84
  └─ Inventory,-0.47,-0.37,-5.04,-2.80
  └─ Payables,0.31,-0.12,4.39,5.29
  └─ Other WC items,-0.28,-3.12,-0.82,-0.55
  └─ Working capital changes,-1.88,-3.17,-9.42,-4.90
  └─ Direct taxes,-1.19,-1.27,-2.55,-2.13
Cash from Investing Activity,1.46,0.32,-1.27,1.29
  └─ Fixed assets purchased,-0.25,-1.47,-4.56,-1.85
  └─ Capital WIP,0.00,0.00,0.11,-0.05
  └─ Investments purchased,0.00,-0.53,0.00,0.00
  └─ Investments sold,0.00,0.00,0.53,0.00
  └─ Interest received,1.71,2.31,2.63,3.19
  └─ Other investing items,0.00,0.00,0.03,0.00
Cash from Financing Activity,-0.91,-0.93,6.47,-2.66
  └─ Proceeds from borrowings,0.12,0.08,6.44,0.64
  └─ Repayment of borrowings,-0.74,-0.76,0.00,-2.68
  └─ Interest paid fin,-0.30,-0.25,-0.45,-0.62
  └─ Other financing items,0.00,0.00,0.48,0.00
Net Cash Flow,1.01,-1.72,2.09,-1.55
  └─ Free Cash Flow,0.21,-2.58,-7.56,-2.09
  └─ CFO/OP,402%,10%,-8%,31%
