Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,20,19,35,38,47,37,58,9,24,48,65,64
  └─ Profit from operations,26,34,42,50,75,61,70,65,53,56,66,109
  └─ Receivables,-4,-8,-1,-6,6,-26,8,-9,-25,0,2,-29
  └─ Inventory,7,-5,0,-6,-10,-13,2,-13,-9,9,5,0
  └─ Payables,0,1,2,0,1,10,8,-10,12,-4,4,-3
  └─ Loans Advances,0,5,1,0,-0,0,-6,-0,0,0,0,-4
  └─ Operating Deposits,0,0,0,0,0,0,0,0,0,0,0,3
  └─ Other WC items,-3,-3,-2,9,-8,15,-11,-6,2,-2,-1,2
  └─ Working capital changes,-0,-9,0,-2,-12,-14,2,-39,-21,4,10,-31
  └─ Direct taxes,-5,-6,-7,-9,-16,-11,-14,-17,-8,-12,-11,-14
  └─ Exceptional CF items,0,0,-0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,-21,-13,-30,-26,-21,-73,-42,-117,-77,-22,-20,-3
  └─ Fixed assets purchased,-19.39,-13.90,-30.24,-22.97,-22.65,-73.50,-40.74,-95.71,-77.76,-24.40,-20.59,-17.83
  └─ Fixed assets sold,0.80,0.38,0.15,0.00,0.11,0.98,0.04,0.18,0.03,0.06,0.27,0.39
  └─ Investments sold,0.00,0.01,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.13,0.11,0.07,0.08,0.15,0.37,1.27,0.26,0.51,1.89,0.83,2.03
  └─ Investment in group cos,-5.01,0.00,0.00,0.00,0.00,0.00,0.00,-20.82,0.00,0.00,0.00,0.00
  └─ Acquisition of companies,0.00,-0.07,0.00,-2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,2.25,0.16,-0.23,-0.27,1.35,-0.49,-2.66,-0.69,0.28,0.00,-0.02,12.54
Cash from Financing Activity,7,-7,2,-11,3,19,-18,112,42,-26,-52,-49
  └─ Proceeds from shares,4.89,1.41,0.73,0.00,0.00,0.00,1.96,0.40,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,14.84,2.26,11.53,7.49,21.81,28.17,18.21,134.92,56.05,20.47,0.00,0.00
  └─ Repayment of borrowings,-6.19,0.00,-2.73,-8.08,-2.85,0.00,-41.10,-18.04,-17.14,-50.48,-33.11,-35.85
  └─ Interest paid fin,-4.53,-3.72,-3.50,-4.04,-6.63,-7.67,-4.03,-2.54,-12.59,-14.94,-13.13,-6.64
  └─ Dividends paid,-1.70,-5.19,-4.20,-6.45,-10.26,-7.18,-5.62,-8.51,-8.51,-6.85,-5.17,-6.03
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,-0.06,-0.30,-0.31,-0.27
  └─ Other financing items,-0.55,-1.45,0.00,0.00,0.57,5.42,12.35,5.39,24.00,26.00,0.00,0.00
Net Cash Flow,5,-1,6,1,28,-17,-2,3,-12,-0,-7,12
  └─ Free Cash Flow,1,5,5,15,24,-36,17,-87,-54,24,44,47
  └─ CFO/OP,100%,74%,102%,100%,92%,86%,105%,43%,63%,112%,123%,90%
