Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-77,1870,2046,1875,1600,2079,1182,
  └─ Profit from operations,1,1267,996,1984,2062,2298,1352,
  └─ Receivables,0,-111,96,39,-11,-157,-144,
  └─ Inventory,0,-8,8,-30,-101,29,-29,
  └─ Payables,0,815,905,-91,-381,-105,-9,
  └─ Other WC items,-79,0,0,0,0,0,0,
  └─ Working capital changes,-79,696,1009,-82,-493,-232,-182,
  └─ Direct taxes,0,-93,41,-27,31,13,12,
Cash from Investing Activity,-16845,-293,-221,-326,416,-295,422,
  └─ Fixed assets purchased,0,-40,-52,-69,-47,-57,-46,
  └─ Fixed assets sold,0,0,0,0,0,0,82,
  └─ Investments purchased,-62,-4086,-3636,-4830,-3780,-3260,-5283,
  └─ Investments sold,258,3807,3513,4697,4377,2890,5505,
  └─ Interest received,0,7,9,10,6,39,52,
  └─ Other investing items,-17041,18,-54,-134,-140,93,112,
Cash from Financing Activity,17010,-1651,-1748,-1639,-1628,-1570,-1560,
  └─ Proceeds from shares,6640,0,0,0,0,0,0,
  └─ Proceeds from borrowings,6370,6452,0,0,0,6452,0,
  └─ Repayment of borrowings,0,-6370,0,0,0,-6452,0,
  └─ Interest paid fin,0,-676,-578,-580,-580,-595,-416,
  └─ Dividends paid,0,0,-1,-7,0,-5,-1,
  └─ Financial liabilities,0,0,-0,-2,-2,-3,-3,
  └─ Other financing items,4000,-1056,-1168,-1051,-1047,-968,-1139,
Net Cash Flow,88,-74,77,-90,388,213,44,
  └─ Free Cash Flow,-77,1830,1993,1806,1553,2022,1217,
  └─ CFO/OP,186%,158%,205%,97%,77%,94%,86%,
