Metric,Mar 2024,Mar 2025
  └─ Profit from operations,1.29,-2.17
  └─ Receivables,-0.25,1.35
  └─ Inventory,-0.95,0.72
  └─ Payables,-1.76,-2.09
  └─ Other WC items,3.61,-0.70
  └─ Working capital changes,0.65,-0.72
  └─ Direct taxes,-0.56,-0.46
  └─ Other operating items,0.00,0.10
  └─ Fixed assets purchased,-0.78,-1.06
  └─ Investments purchased,0.00,-0.12
  └─ Investments sold,0.06,1.06
  └─ Interest received,0.08,0.04
  └─ Other investing items,0.97,0.03
  └─ Proceeds from shares,0.00,6.85
  └─ Proceeds from borrowings,0.44,0.00
  └─ Repayment of borrowings,-1.16,-2.51
  └─ Interest paid fin,-1.13,-0.89
