Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,16,34,8,-6
  └─ Profit from operations,18.00,0.91,18.34,8.26
  └─ Receivables,-0.21,8.02,1.25,-5.67
  └─ Inventory,7.87,19.68,-4.95,-11.04
  └─ Payables,-0.45,0.47,-0.24,-0.32
  └─ Loans Advances,-0.67,0.62,-0.12,-0.02
  └─ Other WC items,-6.60,5.94,-2.24,4.02
  └─ Working capital changes,-0.05,34.73,-6.30,-13.04
  └─ Interest paid,-2.45,-1.28,-4.40,0.00
  └─ Direct taxes,0.00,0.00,0.00,-1.27
Cash from Investing Activity,-34,-35,-7,7
  └─ Fixed assets purchased,-20.76,-9.05,-8.26,-3.46
  └─ Fixed assets sold,0.00,0.05,0.25,0.00
  └─ Investments purchased,0.00,0.00,0.00,-9.62
  └─ Interest received,2.24,1.72,3.39,4.17
  └─ Other investing items,-14.98,-27.88,-2.27,16.03
Cash from Financing Activity,-1,-0,-1,-2
  └─ Proceeds from shares,0.25,0.00,0.00,0.00
  └─ Interest paid fin,0.00,-0.03,-0.03,-1.29
  └─ Dividends paid,-1.13,-0.43,-0.43,-0.43
  └─ Financial liabilities,-0.19,-0.15,-0.13,-0.20
  └─ Other financing items,0.00,0.25,0.00,-0.05
Net Cash Flow,-19,-1,0,-1
  └─ Free Cash Flow,-5,25,-0,-10
  └─ CFO/OP,80%,2322%,42%,-60%
