Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,2,-8,7,-2,2,-8,-15,-8
  └─ Profit from operations,1.74,3.68,3.56,5.54,7.07,10.71,11.94,16.45,23.31
  └─ Receivables,-0.26,-2.62,-7.50,-1.18,-9.67,-19.34,-0.88,-35.07,-44.54
  └─ Inventory,0.40,0.00,-5.87,0.24,1.07,-2.21,0.28,-5.83,-0.02
  └─ Payables,1.14,1.30,3.38,-1.54,5.40,10.34,-10.54,14.83,12.44
  └─ Loans Advances,0.36,-0.89,-2.02,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Operating borrowings,0.00,0.00,-0.24,4.92,-1.12,0.00,0.00,0.00,0.00
  └─ Other WC items,0.10,0.69,0.82,-0.83,-4.63,3.38,-8.53,-4.13,1.65
  └─ Working capital changes,1.73,-1.52,-11.43,1.61,-8.95,-7.84,-19.68,-30.21,-30.47
  └─ Direct taxes,-0.01,-0.31,-0.29,-0.20,-0.36,-0.81,-0.44,-0.81,-1.10
Cash from Investing Activity,-11,-1,-3,-2,2,-2,0,-7,-5
  └─ Fixed assets purchased,0.00,0.00,-10.08,-0.65,-0.59,-1.49,-1.95,-5.61,-3.92
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.24,0.13,0.20,0.07
  └─ Investments purchased,-3.30,-0.77,-0.06,-0.15,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.51,0.00,2.87,0.00,0.00,0.00,0.00
  └─ Interest received,0.04,0.45,0.48,0.40,0.71,0.79,0.53,1.03,0.14
  └─ Acquisition of companies,0.00,-0.08,0.00,0.00,0.00,-1.79,0.00,0.00,0.00
  └─ Other investing items,-7.64,-0.60,6.45,-1.78,-0.75,0.42,1.76,-2.64,-1.31
Cash from Financing Activity,4,-1,11,-5,-0,1,6,23,13
  └─ Proceeds from shares,2.97,0.00,0.00,0.00,0.00,0.00,0.00,21.09,0.00
  └─ Proceeds from borrowings,1.56,0.00,3.87,0.00,0.97,3.06,8.48,5.89,16.67
  └─ Repayment of borrowings,0.00,-0.32,0.00,-3.53,0.00,-0.22,0.00,-0.82,0.00
  └─ Interest paid fin,-0.05,-0.44,-0.67,-1.13,-1.28,-1.63,-2.28,-3.16,-3.98
  └─ Financial liabilities,0.00,0.00,-0.05,-0.05,-0.05,-0.05,-0.08,-0.07,-0.02
  └─ Other financing items,0.00,0.00,7.63,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-3,0,-0,0,-0,1,-2,1,-1
  └─ Free Cash Flow,3,2,-18,6,-3,1,-10,-20,-12
  └─ CFO/OP,199%,79%,-262%,125%,-30%,31%,-100%,-104%,-53%
