Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,2,2,14,9,2,-1,-0,9,-5,13
  └─ Profit from operations,6.78,5.37,4.46,3.20,2.42,2.43,1.51,3.75,2.26,0.11,3.17
  └─ Receivables,2.35,-1.18,-3.22,1.81,8.47,-1.13,-1.80,1.33,5.60,0.16,2.26
  └─ Inventory,-2.97,3.56,-6.41,-0.44,2.29,-0.75,-1.79,-1.03,3.10,-0.47,5.44
  └─ Payables,2.93,-2.37,3.05,6.26,-3.68,-1.57,1.43,-3.00,-1.85,2.37,-2.33
  └─ Loans Advances,-5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,0.00,-2.41,4.09,3.21,-0.24,3.16,-0.25,-1.16,0.04,-6.86,4.34
  └─ Working capital changes,-3.30,-2.39,-2.49,10.83,6.84,-0.29,-2.41,-3.86,6.89,-4.79,9.70
  └─ Direct taxes,-0.30,-0.85,-0.28,-0.01,-0.71,-0.25,-0.58,-0.15,-0.09,0.00,0.00
Cash from Investing Activity,-7,-6,-3,-7,0,-0,-0,1,-2,-1,-2
  └─ Fixed assets purchased,-2.38,-8.58,-2.10,-0.76,-0.75,-0.50,-0.28,-0.39,-0.16,-1.06,-8.06
  └─ Fixed assets sold,0.00,0.30,0.07,0.00,0.68,0.10,0.07,0.00,0.02,0.00,0.01
  └─ Investments purchased,0.00,0.00,-0.15,0.00,0.00,-0.10,-5.52,-0.03,-0.35,-1.53,-2.59
  └─ Investments sold,0.02,0.00,0.00,0.00,0.00,0.00,1.13,0.08,0.15,0.28,2.99
  └─ Interest received,0.00,0.32,0.35,1.11,0.70,0.83,1.21,1.01,0.61,1.25,0.81
  └─ Dividends received,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Redemp n Canc of Shares,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,-5.05,2.32,-1.13,-7.05,-0.40,-0.79,3.12,0.29,-1.94,-0.08,4.42
Cash from Financing Activity,4,4,1,-7,-8,-2,2,-1,-7,6,-10
  └─ Proceeds from borrowings,2.81,0.00,0.00,0.00,0.00,5.26,10.38,9.59,5.88,11.15,3.40
  └─ Repayment of borrowings,0.00,0.00,0.00,-7.21,-8.38,-7.09,-8.79,-5.86,-9.35,-1.90,-9.36
  └─ Interest paid fin,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.45,-3.98,-3.46,-4.48
  └─ Dividends paid,0.00,-1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,0.69,5.65,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-0,0,-0,0,0,-0,-0,-0,-0,-0,0
  └─ Free Cash Flow,1,-6,-0,13,8,1,-2,-1,9,-6,5
  └─ CFO/OP,28%,26%,18%,149%,121%,29%,-18%,-5%,568%,1040%,546%
