Metric,Mar 2021,Mar 2022,Mar 2025,Mar 2026
Cash from Operating Activity,1.00,2.93,-5.22,5.58
  └─ Profit from operations,1.57,1.67,-9.92,4.15
  └─ Receivables,0.87,-0.34,3.49,0.03
  └─ Payables,-0.57,0.67,0.05,-0.02
  └─ Other WC items,-0.66,0.25,1.08,1.36
  └─ Working capital changes,-0.37,0.58,4.62,1.38
  └─ Direct taxes,-0.20,0.68,0.08,0.05
Cash from Investing Activity,-3.12,-1.39,4.48,-4.26
  └─ Fixed assets purchased,-3.07,-1.43,-2.82,-1.51
  └─ Fixed assets sold,0.00,0.00,0.00,30.31
  └─ Investments purchased,-0.06,0.00,0.00,-34.97
  └─ Interest received,0.00,0.04,2.45,1.91
  └─ Other investing items,0.00,0.00,4.85,0.00
Cash from Financing Activity,-0.04,-0.08,-0.58,-0.49
  └─ Proceeds from borrowings,0.00,0.49,0.00,0.00
  └─ Repayment of borrowings,0.00,-0.49,-0.38,-0.45
  └─ Interest paid fin,-0.04,-0.08,-0.05,-0.03
  └─ Financial liabilities,0.00,0.00,-0.16,0.00
Net Cash Flow,-2.16,1.46,-1.32,0.83
  └─ Free Cash Flow,-2.07,1.50,-8.04,34.38
  └─ CFO/OP,82%,102%,100%,-3253%
