Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-31,1,53,132,0,136,-26,74,139
  └─ Profit from operations,126,138,111,144,228,103,165,184,202
  └─ Receivables,-45,-76,-14,28,-72,-28,-69,-71,-66
  └─ Inventory,-78,-42,20,-29,-141,118,-129,-58,38
  └─ Payables,17,35,-26,20,39,-38,45,31,16
  └─ Other WC items,-16,-10,-13,0,-9,9,-12,10,-15
  └─ Working capital changes,-122,-92,-34,19,-183,61,-165,-88,-27
  └─ Direct taxes,-36,-45,-25,-30,-45,-28,-26,-23,-36
Cash from Investing Activity,-11,-16,-25,-22,-62,-58,-80,-54,-44
  └─ Fixed assets purchased,-7.92,-12.86,-22.45,-22.80,-59.16,-55.72,-81.72,-56.29,-43.42
  └─ Fixed assets sold,0.10,0.07,0.02,0.07,0.16,0.82,0.04,1.91,0.77
  └─ Investments purchased,-0.45,-0.10,-0.22,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.50,1.05,0.08,0.79,0.11,0.49,0.48,0.96,0.64
  └─ Investment in group cos,-3.00,-4.00,-3.00,0.00,-2.97,-2.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,-1.10,1.07,-0.09,-2.35
Cash from Financing Activity,51,16,-43,-109,55,-79,108,-22,-95
  └─ Proceeds from shares,108,0,0,0,0,2,0,0,2
  └─ Proceeds from borrowings,2,88,0,0,83,0,149,30,18
  └─ Repayment of borrowings,-34,-44,-13,-87,-2,-44,-4,-6,-70
  └─ Interest paid fin,-18,-16,-15,-9,-9,-14,-16,-25,-22
  └─ Dividends paid,-5,-9,-10,-10,-14,-17,-17,-17,-17
  └─ Financial liabilities,0,0,-3,-4,-5,-5,-4,-4,-5
  └─ Other financing items,-1,-2,-2,0,0,0,0,0,0
Net Cash Flow,9,1,-15,1,-7,-0,2,-2,-0
  └─ Free Cash Flow,-39,-12,30,110,-59,81,-107,19,96
  └─ CFO/OP,4%,34%,75%,119%,21%,175%,0%,53%,88%
