Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2,2,-2,7,1,0,-18,0
  └─ Profit from operations,3.45,2.24,-0.97,4.54,12.18,20.05,28.54,30.42
  └─ Receivables,1.43,-3.37,4.61,-17.95,-5.29,-16.26,-62.02,7.60
  └─ Payables,-0.50,2.18,-3.74,18.28,-0.74,3.34,18.06,-23.20
  └─ Loans Advances,-2.31,-1.05,0.13,0.22,1.00,-2.56,0.71,-4.58
  └─ Other WC items,-2.58,1.98,-1.62,3.08,-3.57,0.14,3.29,-1.14
  └─ Working capital changes,-3.97,-0.25,-0.62,3.62,-8.60,-15.34,-39.96,-21.32
  └─ Direct taxes,-1.00,-0.27,-0.20,-0.95,-2.58,-4.58,-6.08,-8.88
Cash from Investing Activity,-0,0,3,-0,-3,-17,2,-13
  └─ Fixed assets purchased,-0.49,0.00,0.00,-0.10,-1.81,-1.57,-0.08,-9.83
  └─ Fixed assets sold,0.01,0.00,3.40,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-0.02,0.00,0.00,0.00,-0.50,-0.20,0.00,0.00
  └─ Interest received,0.12,0.01,0.06,0.06,0.19,0.67,1.02,1.01
  └─ Other investing items,0.00,0.00,0.00,0.00,-0.40,-15.42,1.54,-4.52
Cash from Financing Activity,0,-2,-3,-1,2,19,10,12
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,25.92,0.00,0.45
  └─ Proceeds from borrowings,1.17,0.00,0.00,0.02,3.22,0.00,11.44,14.30
  └─ Repayment of borrowings,0.00,-0.69,-1.77,-0.94,0.00,-5.37,0.00,-0.06
  └─ Interest paid fin,-1.04,-1.06,-0.87,-0.46,-0.99,-1.07,-0.52,-1.45
  └─ Dividends paid,-0.02,-0.01,-0.01,-0.01,-0.01,0.00,-1.31,-1.57
Net Cash Flow,-2,-0,-1,6,1,3,-5,-1
  └─ Free Cash Flow,-2,2,2,7,-1,-1,-18,-10
  └─ CFO/OP,-22%,88%,129%,192%,30%,21%,-42%,32%
