Metric,Mar 2015,Mar 2016,Mar 2017
Cash from Operating Activity,17,14,11
  └─ Profit from operations,4.50,8.35,0.15
  └─ Receivables,1.75,-5.94,3.27
  └─ Inventory,-3.86,4.72,0.12
  └─ Payables,-0.55,5.31,2.63
  └─ Loans Advances,4.52,0.00,0.00
  └─ Other WC items,11.09,1.18,4.50
  └─ Working capital changes,12.94,5.27,10.52
  └─ Direct taxes,-0.10,0.00,0.00
Cash from Investing Activity,-8,-1,-2
  └─ Fixed assets purchased,0.00,-1.09,-1.52
  └─ Fixed assets sold,0.05,0.11,0.02
  └─ Capital WIP,-7.91,0.00,0.00
  └─ Investments purchased,-0.10,-0.02,-0.01
  └─ Interest received,0.00,-0.20,-0.16
  └─ Other investing items,-0.31,0.00,0.00
Cash from Financing Activity,-9,-13,-9
  └─ Proceeds from borrowings,0.28,0.38,1.78
  └─ Repayment of borrowings,-3.96,-8.08,-5.16
  └─ Interest paid fin,-5.32,-5.76,-5.42
Net Cash Flow,0,-1,0
  └─ Free Cash Flow,9,13,9
  └─ CFO/OP,460%,174%,-3811%
