Metric,Mar 2021,Mar 2022,Mar 2023
Cash from Operating Activity,0.49,-2.95,-6.58
  └─ Profit from operations,1,2,1
  └─ Receivables,-46,-46,46
  └─ Inventory,-2,1,1
  └─ Payables,50,49,-58
  └─ Loans Advances,0,-5,2
  └─ Other WC items,-3,-4,1
  └─ Working capital changes,-1,-5,-7
  └─ Direct taxes,0,-0,-1
Cash from Investing Activity,-1.82,-3.64,-2.48
  └─ Fixed assets purchased,-0.46,-2.34,-0.55
  └─ Investments purchased,0.00,-2.73,-0.50
  └─ Interest received,0.02,0.13,0.22
  └─ Other investing items,-1.38,1.31,-1.65
Cash from Financing Activity,1.88,6.80,8.37
  └─ Proceeds from shares,1.83,4.82,0.00
  └─ Proceeds from borrowings,0.06,2.05,8.67
  └─ Interest paid fin,-0.01,-0.08,-0.14
  └─ Other financing items,0.00,0.00,-0.16
Net Cash Flow,0.55,0.21,-0.69
  └─ Free Cash Flow,0.03,-5.29,-7.13
  └─ CFO/OP,-612%,64%,227%
