Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017
Cash from Operating Activity,-9,-23,83,-30,-14,38,15
  └─ Profit from operations,19.43,19.87,12.02,-0.79,-1.72,7.19,14.80
  └─ Receivables,2.27,-13.25,19.30,-25.05,3.51,10.56,-2.69
  └─ Inventory,-6.68,-24.81,62.67,-10.74,-10.53,8.11,4.25
  └─ Payables,-5.10,-4.56,-1.37,0.94,1.33,3.09,-1.85
  └─ Loans Advances,-11.52,8.42,-3.88,4.81,-5.79,3.32,2.16
  └─ Other WC items,-2.27,-4.23,-0.94,1.18,0.12,-1.50,1.47
  └─ Working capital changes,-23.30,-38.43,75.77,-28.86,-11.35,23.58,3.34
  └─ Direct taxes,-5.52,-4.55,-4.58,-0.60,-0.66,7.48,-3.00
Cash from Investing Activity,-44,15,-10,-92,116,-80,25
  └─ Fixed assets purchased,-0.57,-0.48,-5.42,-16.98,7.28,-2.69,-0.42
  └─ Fixed assets sold,0.03,0.02,0.04,0.01,0.04,0.01,0.01
  └─ Interest received,0.61,4.74,6.10,3.81,9.01,4.03,6.76
  └─ Dividends received,0.02,0.02,0.02,0.00,0.05,0.03,0.03
  └─ Other investing items,-44.39,10.38,-10.66,-79.28,99.45,-81.25,18.26
Cash from Financing Activity,71,-17,-40,94,-80,34,-51
  └─ Proceeds from borrowings,80.24,0.00,-31.43,106.45,-62.23,0.00,0.00
  └─ Repayment of borrowings,0.00,-5.88,0.00,-5.00,-11.00,45.94,-42.95
  └─ Interest paid fin,-7.34,-7.20,-4.47,-4.88,-5.73,-11.19,-6.67
  └─ Dividends paid,-1.84,-3.60,-3.59,-2.26,-0.94,-0.92,-1.37
  └─ Other financing items,-0.30,-0.59,-0.59,-0.37,-0.16,-0.19,-0.28
Net Cash Flow,17,-26,33,-29,22,-8,-11
  └─ Free Cash Flow,-10,-24,78,-47,-6,36,15
  └─ CFO/OP,-19%,-95%,687%,-439%,559%,568%,118%
