Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012
Cash from Operating Activity,28,32,17,15,56,54
  └─ Profit from operations,54,64,54,48,57,58
  └─ Receivables,-5,-1,10,-3,-3,-1
  └─ Inventory,4,-0,-0,1,-0,0
  └─ Payables,2,1,-10,2,6,1
  └─ Working capital changes,0,-1,-0,-1,2,-0
  └─ Interest paid,-22,-25,-32,-31,1,0
  └─ Direct taxes,-4,-6,-5,-3,-3,-4
  └─ Exceptional CF items,-1,0,0,0,0,0
Cash from Investing Activity,-10,-19,-9,-6,-18,-8
  └─ Fixed assets purchased,-10.32,-18.85,-9.37,-6.20,-10.12,-11.58
  └─ Fixed assets sold,0.53,0.39,0.39,0.33,0.25,4.08
  └─ Investments purchased,0.00,-0.87,0.00,0.00,-8.40,-0.03
  └─ Interest received,0.27,0.36,0.25,0.18,0.19,0.27
  └─ Dividends received,0.00,0.05,0.00,0.02,0.01,0.00
  └─ Invest in subsidiaries,0.00,0.00,0.00,0.00,0.00,-1.05
Cash from Financing Activity,-14,-18,-13,-8,-37,-45
  └─ Proceeds from borrowings,43,120,101,82,143,100
  └─ Repayment of borrowings,-57,-126,-109,-87,-120,-113
  └─ Interest paid fin,0,0,0,0,-26,-27
  └─ Dividends paid,-0,-2,-5,-3,-3,-5
  └─ Other financing items,0,-10,0,0,-31,0
Net Cash Flow,5,-4,-5,1,1,1
  └─ Free Cash Flow,18,14,8,9,46,47
  └─ CFO/OP,61%,62%,42%,36%,110%,104%
