Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0,1,-5,-209,-184,121
  └─ Profit from operations,0,1,6,18,65,100
  └─ Receivables,-0,-0,-6,-15,-54,-90
  └─ Inventory,0,0,0,-4,-6,0
  └─ Payables,0,0,2,12,31,39
  └─ Loans Advances,-0,-0,-8,-213,-200,-7
  └─ Operating investments,0,0,0,0,0,-19
  └─ Other WC items,0,0,1,-5,-16,101
  └─ Working capital changes,-0,-0,-11,-226,-245,25
  └─ Direct taxes,0,0,-0,-0,-3,-3
Cash from Investing Activity,-1,-2,-7,-3,-367,-168
  └─ Fixed assets purchased,-1,-2,-7,-3,-159,-177
  └─ Capital WIP,0,0,0,0,0,16
  └─ Investments purchased,0,0,-0,0,-207,-11
  └─ Other investing items,0,0,0,0,0,4
Cash from Financing Activity,1,2,13,215,568,24
  └─ Proceeds from shares,0,0,8,44,691,59
  └─ Proceeds from borrowings,1,2,2,173,7,0
  └─ Repayment of borrowings,0,0,-1,0,-177,-7
  └─ Interest paid fin,-0,-0,-0,-0,-0,-0
  └─ Other financing items,0,0,4,-2,47,-28
Net Cash Flow,0,-0,1,4,18,-22
  └─ Free Cash Flow,-1,-2,-12,-211,-343,-40
  └─ CFO/OP,-164%,81%,-86%,-1182%,-320%,134%
