Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,13.16,3.27,6.94
  └─ Profit from operations,4.05,9.90,6.49
  └─ Receivables,6.01,-1.12,2.07
  └─ Inventory,0.12,0.34,-0.01
  └─ Payables,0.29,-0.62,-0.41
  └─ Other WC items,2.68,-5.23,-1.21
  └─ Working capital changes,9.11,-6.63,0.45
Cash from Investing Activity,6.45,-18.86,-5.57
  └─ Fixed assets purchased,0.00,-4.39,-2.58
  └─ Fixed assets sold,1.95,0.00,0.00
  └─ Investments purchased,0.00,-9.29,0.00
  └─ Investments sold,0.38,0.00,2.09
  └─ Interest received,0.00,0.00,-1.09
  └─ Dividends received,1.44,0.00,0.00
  └─ Other investing items,2.69,-5.19,-4.00
Cash from Financing Activity,-21.88,16.43,2.20
  └─ Proceeds from borrowings,0.00,0.67,0.34
  └─ Repayment of borrowings,-18.23,0.00,0.00
  └─ Interest paid fin,-3.65,-2.32,-2.19
  └─ Share application money,0.00,18.08,0.00
  └─ Application money refund,0.00,0.00,4.04
Net Cash Flow,-2.27,0.84,3.56
  └─ Free Cash Flow,15.11,-1.12,4.36
  └─ CFO/OP,327%,78%,667%
