Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0,855,940,870,929,1027,809,987,961,1275
  └─ Profit from operations,0,844,957,1061,982,1183,878,936,948,1430
  └─ Receivables,0,8,0,0,0,0,0,0,0,19
  └─ Payables,0,1,-25,13,-21,9,88,-90,-12,-9
  └─ Loans Advances,0,-4,3,0,0,0,-0,0,-0,0
  └─ Other WC items,0,6,4,-202,-33,-165,-155,150,37,-150
  └─ Working capital changes,0,11,-17,-188,-54,-156,-68,59,25,-140
  └─ Direct taxes,0,-1,1,-3,1,0,-1,-9,-13,-15
Cash from Investing Activity,0,-5825,-142,112,-494,-378,-284,-186,-389,-9647
  └─ Fixed assets purchased,0,-6821,-97,-120,-99,-1,-648,-186,-265,-277
  └─ Fixed assets sold,0,0,0,0,56,0,0,1,5,2
  └─ Investments purchased,0,-174,-49,0,-101,-52,0,0,-82,-302
  └─ Investments sold,0,0,50,181,0,0,43,58,0,0
  └─ Interest received,0,1,3,1,0,0,0,5,6,21
  └─ Other investing items,0,1169,-50,50,-351,-324,321,-64,-53,-9091
Cash from Financing Activity,0,5064,-878,-806,-581,-679,-516,-784,-579,8588
  └─ Proceeds from shares,0,5033,0,0,0,0,0,0,0,0
  └─ Proceeds from borrowings,0,1550,0,0,0,0,190,0,1683,5877
  └─ Repayment of borrowings,0,-6189,-33,-35,-2,-54,-54,-109,-1584,-1577
  └─ Interest paid fin,0,-92,-139,-115,-126,-109,-150,-211,-214,-409
  └─ Dividends paid,0,-438,-514,-476,-337,-308,-313,-412,-351,0
  └─ Other financing items,0,5200,-192,-180,-116,-209,-189,-52,-113,4697
Net Cash Flow,0,93,-79,176,-146,-30,9,17,-7,216
  └─ Free Cash Flow,0,-5966,844,750,887,1026,161,802,700,1000
  └─ CFO/OP,,106%,96%,88%,101%,89%,100%,115%,109%,104%
