Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-691,-111,-178,343,375,574,189,346,300,180,-44,57
  └─ Profit from operations,-8.98,166.60,-70.02,-71.64,-107.23,-7.74,34.49,103.22,71.99,131.23,14.43,8.89
  └─ Receivables,138.87,96.97,-18.73,-38.64,70.37,8.00,0.33,1.63,9.90,-5.78,-0.20,0.24
  └─ Inventory,-852.34,-401.70,-44.39,178.75,-37.08,85.53,144.78,209.39,715.94,269.36,106.44,21.21
  └─ Payables,17.64,13.72,1.78,-36.88,36.10,42.74,-5.57,-61.27,21.82,-1.62,-56.18,-14.60
  └─ Loans Advances,-56.50,-7.48,-25.45,37.77,-20.36,77.07,17.54,-2.16,-8.12,13.99,-1.30,0.00
  └─ Other WC items,82.56,28.60,-15.56,283.55,439.84,391.74,-8.14,83.56,-529.72,-229.53,-112.43,36.66
  └─ Working capital changes,-669.77,-269.89,-102.35,424.55,488.87,605.08,148.94,231.15,209.82,46.42,-63.67,43.51
  └─ Direct taxes,-12.15,-7.81,-5.28,-9.97,-6.99,-23.36,5.73,11.61,18.01,2.42,5.20,4.61
Cash from Investing Activity,142,143,184,17,71,38,-47,40,60,-101,-41,105
  └─ Fixed assets purchased,-2,-5,-1,-0,-0,-0,0,-0,-0,-1,-1,-1
  └─ Fixed assets sold,0,1,12,0,0,3,0,0,3,2,0,0
  └─ Investments purchased,-15,-4,-2,-29,0,0,-0,-0,0,-162,-252,0
  └─ Investments sold,0,43,4,16,12,15,1,11,1,59,210,153
  └─ Subsidy received,0,0,7,0,0,0,0,0,0,0,0,0
  └─ Interest received,107,110,139,19,56,8,6,5,8,4,3,17
  └─ Dividends received,2,1,3,1,0,0,0,0,0,0,0,0
  └─ Invest in subsidiaries,-0,0,0,0,0,0,0,0,0,0,0,0
  └─ Investment in group cos,0,-2,-0,-14,0,0,0,0,0,0,0,-62
  └─ Redemp n Canc of Shares,0,0,0,5,0,0,0,0,0,0,0,0
  └─ Other investing items,50,-0,24,18,3,12,-54,24,48,-3,-2,-1
Cash from Financing Activity,615,-197,38,-390,-452,-556,-213,-389,-376,-79,118,-193
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,20,66,0,0
  └─ Proceeds from debentures,780,22,709,90,0,0,0,0,0,34,150,0
  └─ Redemption of debentures,-156,-130,-466,-491,-176,-146,-3,-27,-34,-15,0,-150
  └─ Proceeds from borrowings,732,298,533,848,525,101,109,12,70,280,50,18
  └─ Repayment of borrowings,-318,-3,-210,-404,-531,-290,-198,-285,-365,-388,-63,-9
  └─ Interest paid fin,-60,-245,-345,-276,-243,-220,-119,-88,-71,-55,-32,-50
  └─ Dividends paid,-11,-10,-7,0,0,0,0,0,0,0,0,0
  └─ Financial liabilities,0,0,0,0,0,0,-0,-1,-2,-2,-3,-2
  └─ Other financing items,-352,-129,-176,-157,-28,-0,0,0,5,0,16,0
Net Cash Flow,66,-165,44,-29,-7,57,-70,-3,-16,0,33,-31
  └─ Free Cash Flow,-693,-116,-167,343,374,577,190,346,302,182,-45,56
  └─ CFO/OP,3917%,158%,141%,-322%,-103%,-160%,-522%,366%,268%,139%,-406%,1514%
