Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,51,50,41,63,17,11,51,-60,-91,73,32,33
  └─ Profit from operations,50,63,64,68,70,76,130,146,84,170,193,153
  └─ Receivables,-13,-32,-5,-29,-12,-4,-44,-69,-13,-62,0,-50
  └─ Inventory,-4,-5,-23,-12,-17,-44,-37,-101,47,-20,-51,18
  └─ Payables,20,39,0,0,0,0,0,0,0,0,0,0
  └─ Loans Advances,-1,-10,-4,0,0,-20,-46,-64,-50,-56,-131,0
  └─ Other WC items,0,0,8,36,-23,10,49,52,-142,79,58,-63
  └─ Working capital changes,1,-8,-24,-5,-52,-59,-78,-181,-158,-58,-124,-95
  └─ Direct taxes,-0,0,0,0,-0,-6,-1,-25,-17,-38,-37,-25
  └─ Exceptional CF items,0,-4,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,-32,-27,-14,-27,-13,-12,-70,-32,-47,-83,-322,-123
  └─ Fixed assets purchased,-5,-10,-10,-27,-12,-17,-40,-67,-46,-81,-214,-161
  └─ Fixed assets sold,0,1,1,0,0,0,0,0,0,0,0,1
  └─ Investments purchased,0,0,0,-0,0,-1,0,0,0,-1,-84,0
  └─ Investments sold,0,0,0,0,0,0,0,2,0,0,0,49
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,0,0,0,0,0,31
  └─ Other investing items,-27,-18,-4,0,-1,6,-30,34,-1,-1,-24,-43
Cash from Financing Activity,-19,-27,-24,-38,-0,5,47,66,144,5,300,97
  └─ Proceeds from shares,0,0,0,0,0,0,0,0,0,0,191,0
  └─ Proceeds from borrowings,2,2,0,0,9,2,4,2,7,4,76,132
  └─ Repayment of borrowings,-13,-19,-19,-34,-12,-1,-0,0,-0,0,0,-16
  └─ Interest paid fin,-9,-10,-8,-4,-2,-2,-2,0,-2,-4,-8,-16
  └─ Dividends paid,0,0,0,0,0,0,0,0,0,0,0,-11
  └─ Financial liabilities,0,0,0,0,0,0,0,0,0,0,0,-6
  └─ Other financing items,0,0,2,1,4,6,45,65,139,5,41,15
Net Cash Flow,-0,-4,3,-1,4,4,28,-26,6,-5,10,7
  └─ Free Cash Flow,46,41,31,37,6,-6,10,-127,-137,-8,-182,-127
  └─ CFO/OP,105%,81%,66%,98%,26%,25%,44%,-26%,-94%,70%,40%,46%
