Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,33,40,40,37,18,34,71,-7,3,9,-385,0
  └─ Profit from operations,40.08,44.10,48.20,45.92,40.03,44.62,37.07,-5.52,-3.95,38.12,38.76,29.79
  └─ Receivables,-0.43,2.69,-3.34,-0.95,-3.82,-3.11,4.96,5.35,-3.97,-3.79,1.81,2.71
  └─ Inventory,0.32,-0.41,0.20,0.36,-0.88,2.14,-0.92,0.98,-0.75,1.01,-0.52,0.14
  └─ Payables,4.85,5.23,0.95,-1.52,4.30,1.36,3.23,-4.52,-1.44,-21.96,-18.23,-3.82
  └─ Loans Advances,-0.86,-1.10,0.27,1.27,0.02,0.01,0.00,-0.08,0.06,0.01,-0.01,0.01
  └─ Other WC items,-4.19,-3.34,1.84,-1.66,-12.35,-3.35,26.21,-6.17,9.55,1.76,-395.98,-15.97
  └─ Working capital changes,-0.31,3.08,-0.08,-2.50,-12.73,-2.95,33.48,-4.43,3.45,-22.98,-412.94,-16.93
  └─ Direct taxes,-6.67,-7.33,-7.65,-6.62,-9.02,-7.30,0.94,2.88,3.11,-6.39,-11.01,-12.47
Cash from Investing Activity,26,49,31,144,22,-20,-44,8,-10,1,58,10
  └─ Fixed assets purchased,-4.10,-5.56,-4.18,-4.30,-2.63,-5.04,-7.66,-4.00,-14.34,-5.03,-2.15,-10.87
  └─ Fixed assets sold,0.00,0.10,0.05,0.16,0.01,0.60,0.37,1.02,0.12,0.15,0.00,0.02
  └─ Capital WIP,0.00,2.04,-0.04,0.26,-0.11,-0.16,-0.38,-1.09,-0.93,-0.26,0.00,0.00
  └─ Investments purchased,-70.06,-32.84,-7.28,-121.51,-1.17,-20.32,-41.13,-3.56,-0.38,-46.89,0.00,-21.94
  └─ Investments sold,94.49,80.08,40.00,255.55,22.05,0.00,0.00,12.05,12.09,54.55,0.00,18.99
  └─ Interest received,1.36,2.09,2.52,2.48,1.84,3.27,4.62,5.06,1.23,5.54,27.99,2.22
  └─ Dividends received,4.71,2.77,0.02,1.15,0.00,1.28,0.95,0.03,0.01,0.01,0.00,0.00
  └─ Loans to subsidiaries,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00
  └─ Other investing items,0.00,-0.12,0.14,9.74,1.72,0.00,-0.36,-1.62,-8.17,-7.08,32.31,21.15
Cash from Financing Activity,-58,-92,-71,-180,-25,-30,-28,-0,7,-10,327,-9
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.69,0.01,0.00
  └─ Proceeds from borrowings,0.00,165.00,0.00,0.00,0.55,0.00,0.00,15.89,43.45,0.00,423.06,20.17
  └─ Repayment of borrowings,0.00,-197.91,0.00,0.00,0.00,-12.25,-10.92,-6.18,-20.52,-8.10,-94.50,-9.00
  └─ Interest paid fin,-52.06,-54.77,-37.65,-21.91,-15.77,-14.32,-13.86,-10.01,-16.13,-6.67,0.00,-15.98
  └─ Dividends paid,-5.04,-3.36,-2.24,-2.25,-2.30,-2.90,-2.93,-0.08,-0.08,-0.05,-4.33,-4.33
  └─ Other financing items,-0.88,-0.58,-31.05,-155.83,-7.82,-0.59,-0.59,0.00,0.00,0.00,2.74,0.00
Net Cash Flow,2,-3,1,0,15,-16,-0,0,-1,-0,-0,1
  └─ Free Cash Flow,29,36,36,33,16,30,64,-11,-13,4,-387,-10
  └─ CFO/OP,101%,108%,101%,99%,71%,94%,201%,142%,23%,72%,-1234%,43%
