Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,8.13,-7.68,55.16,-27.65,-17.33,11.23,4.53,-1.86,-1.81,-1.60,-1.61
  └─ Profit from operations,-11.17,-8.83,-12.56,-83.76,-99.35,-9.72,-3.27,-1.80,-1.80,-1.90,-1.93
  └─ Receivables,21.98,1.94,123.99,25.83,71.09,5.21,0.06,0.00,0.00,0.00,0.25
  └─ Inventory,-36.00,1.26,-8.60,35.44,8.93,1.53,1.00,0.00,0.00,0.00,0.00
  └─ Payables,33.52,-6.20,-39.38,-5.64,0.00,4.96,3.02,-0.02,0.07,0.40,0.09
  └─ Other WC items,0.00,0.00,0.00,0.00,3.63,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Working capital changes,19.50,-3.00,76.00,55.63,83.64,11.70,4.08,-0.03,0.07,0.40,0.34
  └─ Direct taxes,-0.20,4.16,-8.29,0.49,-1.62,9.25,3.72,-0.03,-0.08,-0.10,-0.02
Cash from Investing Activity,-0.16,1.79,21.82,34.17,170.18,23.76,1.43,0.20,0.77,1.76,2.75
  └─ Fixed assets purchased,-1.02,-0.15,-0.24,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Fixed assets sold,0.01,0.13,21.60,35.31,160.38,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Capital WIP,0.00,-0.10,-0.17,-1.33,-0.17,-0.87,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.82,1.91,0.63,0.22,0.10,0.09,0.14,0.23,0.82,1.02,1.81
  └─ Other investing items,0.00,0.00,0.00,0.00,9.86,24.54,1.29,-0.03,-0.04,0.74,0.94
Cash from Financing Activity,-7.88,5.16,-76.52,-6.86,-152.83,-35.26,-0.34,11.19,0.00,0.00,0.00
  └─ Proceeds from borrowings,70.88,28.18,5.00,5.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00
  └─ Repayment of borrowings,-20.33,-2.24,-41.55,-10.98,-160.52,-32.51,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from deposits,35.07,25.90,2.68,2.87,12.25,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,-52.64,-17.04,-11.47,-2.91,-2.08,-0.12,-0.03,-0.01,0.00,0.00,0.00
  └─ Dividends paid,0.00,-0.32,-0.36,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-2.48,-2.63,-2.63,0.00,0.00,0.00,0.00
  └─ Other financing items,-40.86,-29.32,-30.82,-0.50,0.00,0.00,2.20,11.20,0.00,0.00,0.00
Net Cash Flow,0.08,-0.72,0.46,-0.34,0.02,-0.27,5.62,9.53,-1.04,0.15,1.14
  └─ Free Cash Flow,7.12,-7.80,76.35,6.30,142.88,10.36,4.53,-1.86,-1.81,-1.60,-1.61
  └─ CFO/OP,-72%,41%,-135%,32%,18%,-8%,-22%,93%,89%,73%,75%
