Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,45,120,87,90,121,58,101
  └─ Profit from operations,54,64,120,160,176,152,106
  └─ Receivables,24,17,16,-8,-53,-65,-3
  └─ Inventory,-14,21,-16,-18,-19,-19,16
  └─ Payables,-7,-10,5,17,2,13,5
  └─ Other WC items,-2,21,-21,-33,51,-3,-16
  └─ Working capital changes,2,48,-16,-42,-20,-74,1
  └─ Direct taxes,-11,7,-17,-28,-34,-20,-6
Cash from Investing Activity,-44,-22,-57,-74,-43,-75,-33
  └─ Fixed assets purchased,-45.33,-16.45,-54.98,-69.11,-59.31,-67.48,-32.21
  └─ Fixed assets sold,1.46,0.86,9.09,0.20,0.87,2.11,0.15
  └─ Investments purchased,-0.08,0.00,0.00,0.00,0.00,-94.25,0.00
  └─ Investments sold,0.00,0.00,2.97,0.00,0.00,94.86,0.00
  └─ Interest received,0.63,2.45,2.30,1.45,1.20,2.25,0.96
  └─ Other investing items,-0.65,-8.57,-16.16,-6.92,14.39,-12.30,-2.23
Cash from Financing Activity,33,-94,-61,-9,2,-74,-67
  └─ Proceeds from shares,1,2,56,96,2,0,1
  └─ Proceeds from borrowings,96,22,31,57,142,88,59
  └─ Repayment of borrowings,-20,-81,-103,-95,-34,-91,-62
  └─ Interest paid fin,-28,-32,-20,-19,-24,-29,-28
  └─ Dividends paid,-11,0,-19,-45,-78,-38,-31
  └─ Financial liabilities,-5,-6,-5,-4,-6,-5,-6
  └─ Share application money,0,0,0,0,0,0,0
Net Cash Flow,34,3,-31,6,81,-90,-0
  └─ Free Cash Flow,1,104,42,21,63,-7,69
  └─ CFO/OP,106%,175%,92%,74%,88%,53%,103%
