Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.77,1.66,0.79,3.72,-6.77
  └─ Profit from operations,5.41,4.51,4.04,4.13,4.52
  └─ Receivables,-2.13,12.88,-4.02,-3.07,-10.78
  └─ Inventory,-5.62,-0.69,-2.86,-2.35,-0.25
  └─ Payables,4.03,-8.55,-1.83,4.36,-0.57
  └─ Loans Advances,-0.01,-0.01,-0.01,-0.03,0.00
  └─ Other WC items,-0.25,-6.10,5.69,0.88,0.73
  └─ Working capital changes,-3.97,-2.46,-3.03,-0.21,-10.87
  └─ Direct taxes,-0.67,-0.38,-0.22,-0.20,-0.42
Cash from Investing Activity,-2.44,-2.27,-1.01,-2.32,-1.13
  └─ Fixed assets purchased,-2.46,-0.86,-1.02,-2.33,-1.17
  └─ Investments sold,0.01,0.01,0.01,0.01,0.03
  └─ Acquisition of companies,0.00,-1.42,0.00,0.00,0.00
Cash from Financing Activity,1.68,0.62,0.28,-1.43,8.06
  └─ Proceeds from shares,0.00,2.45,0.68,0.00,3.18
  └─ Proceeds from borrowings,4.73,0.00,1.72,0.68,0.48
  └─ Repayment of borrowings,-1.27,-0.19,-1.27,-0.08,-4.07
  └─ Interest paid fin,-1.41,-1.64,-1.87,-2.03,-1.71
  └─ Other financing items,-0.37,0.00,1.01,0.00,10.19
Net Cash Flow,0.01,0.02,0.07,-0.02,0.16
  └─ Free Cash Flow,-1.69,0.80,-0.23,1.39,-7.94
  └─ CFO/OP,26%,45%,25%,95%,-140%
