Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-6,1,2
  └─ Profit from operations,6.28,10.68,15.98
  └─ Receivables,-15.23,-0.80,-17.78
  └─ Payables,3.22,-5.55,12.59
  └─ Loans Advances,-0.02,-3.28,-8.10
  └─ Other WC items,-0.46,1.34,1.43
  └─ Working capital changes,-12.50,-8.29,-11.86
  └─ Direct taxes,-0.16,-1.39,-2.54
Cash from Investing Activity,-0,-3,-6
  └─ Fixed assets purchased,-0.49,-2.09,-6.32
  └─ Interest received,0.02,0.06,0.08
  └─ Other investing items,0.00,-1.27,0.01
Cash from Financing Activity,9,0,6
  └─ Proceeds from shares,1.50,1.00,26.97
  └─ Proceeds from borrowings,14.91,7.27,7.66
  └─ Repayment of borrowings,-5.07,-5.53,-22.15
  └─ Interest paid fin,-1.94,-2.32,-2.76
  └─ Other financing items,0.00,0.00,-4.00
Net Cash Flow,3,-2,1
  └─ Free Cash Flow,-7,-1,-5
  └─ CFO/OP,-99%,22%,26%
