Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-2,-14,0,34,6,5,-35,-4
  └─ Profit from operations,2.44,8.83,43.74,55.70,64.96,0.87,36.10,27.27
  └─ Receivables,-5.47,-24.24,-47.04,46.51,-25.05,-6.49,-54.63,-24.70
  └─ Inventory,-0.00,-0.83,-12.79,-85.09,-6.32,22.86,3.69,-5.00
  └─ Payables,1.99,2.77,19.15,27.41,-15.81,-5.48,-12.86,5.03
  └─ Loans Advances,-0.17,-0.03,0.15,-1.73,0.13,-0.25,-1.21,2.67
  └─ Other WC items,-0.28,0.21,-0.60,-3.07,0.26,0.04,-2.88,-5.05
  └─ Working capital changes,-3.94,-22.12,-41.14,-15.97,-46.79,10.68,-67.89,-27.05
  └─ Direct taxes,-0.01,-0.74,-2.59,-5.59,-12.09,-6.68,-3.21,-4.72
Cash from Investing Activity,-0,-0,-6,-28,-11,-1,-22,-21
  └─ Fixed assets purchased,-0.01,-0.18,-2.56,-26.77,-14.98,-1.57,-2.00,-42.85
  └─ Capital WIP,0.00,0.00,0.00,-0.57,0.00,0.52,-19.76,22.07
  └─ Investments sold,0.00,0.00,0.00,3.42,0.00,0.00,0.00,0.00
  └─ Other investing items,0.00,0.00,-3.42,-4.52,4.41,0.00,0.00,0.00
Cash from Financing Activity,0,18,4,-0,26,30,34,0
  └─ Proceeds from shares,0.00,18.10,0.00,0.00,18.47,25.79,2.70,0.00
  └─ Proceeds from borrowings,0.00,0.00,3.66,0.00,7.98,6.04,33.96,4.17
  └─ Repayment of borrowings,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00
  └─ Interest paid fin,0.00,0.00,-0.01,-0.14,-0.35,-1.53,-2.78,-3.74
  └─ Dividends paid,0.00,0.00,0.00,0.00,-0.50,0.00,0.00,0.00
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.09,-0.09,-0.10,-0.10
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.12
Net Cash Flow,-2,4,-2,6,21,34,-23,-25
  └─ Free Cash Flow,-2,-14,-3,7,-9,4,-57,-25
  └─ CFO/OP,-97%,-161%,6%,78%,32%,26%,-98%,3%
