Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,88,56,37,9,43,126,67,38,-99,-142
  └─ Profit from operations,75,90,87,70,79,121,97,70,68,162
  └─ Inventory,19,-7,-8,-21,-36,11,-6,-7,-153,-194
  └─ Other WC items,18,-8,-24,-34,8,18,-18,-5,7,-92
  └─ Working capital changes,37,-15,-32,-55,-28,29,-25,-11,-146,-286
  └─ Direct taxes,-23,-19,-18,-7,-8,-24,-5,-21,-21,-18
Cash from Investing Activity,-27,-25,-40,20,-51,-96,-77,-126,-227,-113
  └─ Fixed assets purchased,-15,-11,-13,-24,-93,-86,-152,-145,-229,-138
  └─ Fixed assets sold,4,1,0,1,4,0,1,1,1,5
  └─ Investments purchased,-35,-26,-34,-10,-7,-5,-13,-10,-6,-4
  └─ Investments sold,15,5,0,50,40,7,6,28,37,7
  └─ Interest received,4,6,7,6,8,8,19,6,3,6
  └─ Dividends received,0,0,1,1,0,0,0,0,0,0
  └─ Inter corporate deposits,0,0,0,0,12,16,18,0,0,22
  └─ Other investing items,0,0,0,-4,-14,-37,44,-6,-34,-11
Cash from Financing Activity,-63,-27,0,-6,-14,-29,15,86,341,239
  └─ Proceeds from borrowings,1,1,8,5,1,0,63,110,389,349
  └─ Repayment of borrowings,-57,-19,0,-1,-6,-14,0,0,-5,-22
  └─ Interest paid fin,-4,-1,-1,-3,-2,-1,-2,-2,-20,-66
  └─ Dividends paid,-2,-8,-7,-7,-8,-14,-46,-22,-22,-22
  └─ Financial liabilities,0,0,0,0,0,0,0,-1,-1,-2
  └─ Other financing items,-1,0,0,0,0,0,0,-0,-0,0
Net Cash Flow,-2,4,-2,22,-22,1,5,-2,15,-17
  └─ Free Cash Flow,77,46,24,-15,-46,40,-84,-106,-327,-275
  └─ CFO/OP,160%,90%,66%,23%,75%,156%,86%,90%,-166%,-84%
