Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,2992,-664,1299,1802,396,978,-976,679,-434,130,-72,139
  └─ Profit from operations,2282,2469,1986,873,593,192,-928,815,-380,38,137,151
  └─ Receivables,-268,-398,-818,481,-10,753,-63,-18,165,-1,-168,-36
  └─ Inventory,-51,0,-30,32,-1,-39,-44,52,26,92,-15,-5
  └─ Payables,12,-26,-80,-81,-73,271,-49,-135,-239,-2,58,44
  └─ Loans Advances,-199,-87,0,0,0,0,0,0,0,0,0,0
  └─ Other WC items,1342,-2389,359,736,3,-99,146,-34,0,0,-83,-12
  └─ Working capital changes,836,-2899,-570,1168,-82,886,-10,-134,-48,89,-208,-9
  └─ Direct taxes,-126,-233,-117,-238,-115,-100,-38,-2,-6,4,-1,-4
Cash from Investing Activity,-1425,-921,-845,257,-68,-1590,-636,11,206,1400,-11,19
  └─ Fixed assets purchased,-1419.69,-916.92,-83.56,-51.65,-117.64,-1854.54,-635.56,-97.46,-0.89,-0.52,-17.07,-1.24
  └─ Fixed assets sold,0.10,0.05,0.07,4.51,0.05,258.69,0.00,103.43,202.95,1395.61,0.63,17.10
  └─ Capital WIP,-4.99,-17.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments purchased,-2.11,-4.80,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Investments sold,0.00,0.00,0.00,0.16,0.00,0.44,2.18,0.00,0.00,0.04,0.00,0.01
  └─ Interest received,1.79,3.81,1.02,4.04,5.61,5.13,4.79,5.30,4.38,4.51,5.41,1.69
  └─ Dividends received,0.08,13.82,0.06,0.17,0.07,0.04,0.02,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,0.13,0.85,-762.56,299.88,44.22,-0.01,-7.29,0.02,0.00,0.00,0.00,1.13
Cash from Financing Activity,-1565,1559,-452,-2102,-319,656,1635,-620,253,-1470,-22,-9
  └─ Proceeds from shares,0.00,840.62,17.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,8.99,2062.22,257.55,0.00,0.00,611.91,1309.89,0.00,107.56,0.00,0.00,13.96
  └─ Repayment of borrowings,-476.75,-212.69,-30.14,-1410.12,-256.48,0.00,0.00,-459.59,0.00,-1469.51,-20.77,-23.12
  └─ Interest paid fin,-1085.41,-1074.05,-639.88,-691.97,-62.32,0.00,0.00,-160.85,0.00,0.00,-0.85,-0.03
  └─ Dividends paid,-43.17,-48.57,-47.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,31.76,-8.26,-9.70,0.00,0.00,43.70,324.72,0.00,145.89,0.00,0.00,0.00
Net Cash Flow,2,-26,3,-43,9,44,23,70,26,61,-105,148
  └─ Free Cash Flow,1567,-1599,1216,1755,278,-618,-1612,685,-232,1526,-89,155
  └─ CFO/OP,141%,-18%,75%,225%,-87%,-31%,13%,-72%,44%,-97%,46%,83%
