Metric,Mar 2021,Mar 2022,Mar 2025,Mar 2026
Cash from Operating Activity,-0.21,-0.21,-0.17,0.50
  └─ Profit from operations,-0.35,-0.33,0.73,0.80
  └─ Receivables,0.10,0.00,-2.55,-0.87
  └─ Payables,0.00,0.00,1.53,0.57
  └─ Loans Advances,0.00,0.00,-0.26,0.00
  └─ Other WC items,0.04,0.11,0.37,0.00
  └─ Working capital changes,0.14,0.11,-0.90,-0.30
Cash from Investing Activity,-0.00,-0.00,-0.04,-0.00
  └─ Fixed assets purchased,0.00,0.00,-0.04,0.00
Cash from Financing Activity,0.23,0.14,0.35,-0.00
  └─ Proceeds from borrowings,0.23,0.14,0.35,0.00
Net Cash Flow,0.02,-0.08,0.15,0.50
  └─ Free Cash Flow,-0.21,-0.21,-0.21,0.50
  └─ CFO/OP,233%,262%,-24%,78%
