Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,0.15,0.41,0.10,1.11,0.76,1.38,-0.94
  └─ Profit from operations,0.65,0.68,0.94,3.56,2.30,1.87,1.44
  └─ Receivables,-0.31,0.12,0.10,-1.91,0.76,-0.35,-1.12
  └─ Payables,-0.27,-0.44,0.05,0.67,-0.20,-0.01,-0.24
  └─ Loans Advances,0.58,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other WC items,-0.48,0.05,-1.00,-1.21,-2.09,-0.13,-1.02
  └─ Working capital changes,-0.49,-0.27,-0.85,-2.45,-1.54,-0.49,-2.38
Cash from Investing Activity,-0.03,0.01,-0.08,-1.03,-0.79,-3.45,-1.96
  └─ Fixed assets purchased,-0.05,-0.04,-0.08,-1.06,-0.83,-4.07,-1.41
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,-1.10
  └─ Interest received,0.02,0.04,0.00,0.03,0.04,0.62,0.55
Cash from Financing Activity,-0.15,-0.19,-0.30,-0.08,0.78,11.91,-0.28
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,1.04,14.25,0.00
  └─ Proceeds from borrowings,0.21,0.00,0.00,0.09,0.00,0.54,0.00
  └─ Repayment of borrowings,-0.12,-0.01,-0.13,0.00,-0.06,-0.69,-0.10
  └─ Interest paid fin,-0.25,-0.13,-0.10,-0.11,-0.13,-0.07,-0.06
  └─ Financial liabilities,0.00,-0.06,-0.06,-0.06,-0.07,-0.11,-0.12
  └─ Other financing items,0.00,0.00,0.00,0.00,0.00,-2.01,0.00
Net Cash Flow,-0.03,0.22,-0.28,0.00,0.75,9.84,-3.18
  └─ Free Cash Flow,0.10,0.37,0.02,0.05,-0.07,-2.69,-2.35
  └─ CFO/OP,21%,158%,14%,74%,37%,80%,-147%
