Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-0.06,-0.64,-0.07
  └─ Profit from operations,-0.15,-0.17,-0.12
  └─ Receivables,0.13,0.00,0.00
  └─ Payables,-0.15,0.00,0.14
  └─ Loans Advances,0.09,-0.44,-0.16
  └─ Other WC items,0.02,-0.03,0.07
  └─ Working capital changes,0.09,-0.47,0.05
Cash from Investing Activity,0.00,0.00,0.00
Cash from Financing Activity,0.00,0.66,0.08
  └─ Proceeds from borrowings,-0.00,0.66,0.08
Net Cash Flow,-0.06,0.02,0.00
  └─ Free Cash Flow,-0.06,-0.64,-0.07
  └─ CFO/OP,40%,376%,25%
