Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-8,-12,-1,-5,-27
  └─ Profit from operations,1,2,4,5,6
  └─ Receivables,-3,-7,-16,-7,-96
  └─ Inventory,-1,-2,-2,-4,-2
  └─ Payables,1,-1,2,5,60
  └─ Loans Advances,-9,-4,11,-4,4
  └─ Other WC items,2,-1,0,1,1
  └─ Working capital changes,-9,-14,-4,-9,-33
  └─ Direct taxes,0,-0,-1,-1,-0
Cash from Investing Activity,-2,-1,0,-4,-1
  └─ Fixed assets purchased,-1.63,-0.86,0.00,-0.35,-1.07
  └─ Capital WIP,0.00,0.00,0.00,-3.16,0.00
Cash from Financing Activity,11,12,1,9,29
  └─ Proceeds from shares,10.07,12.00,0.00,4.20,24.81
  └─ Proceeds from borrowings,0.85,0.41,1.25,5.04,5.15
  └─ Interest paid fin,-0.02,-0.11,-0.12,-0.38,-0.80
Net Cash Flow,1,-1,-0,-0,1
  └─ Free Cash Flow,-10,-13,-1,-9,-28
  └─ CFO/OP,-682%,-517%,-9%,-89%,-418%
