Metric,Mar 2019,Mar 2020
  └─ Profit from operations,-18,26
  └─ Receivables,-9,-5
  └─ Inventory,-16,18
  └─ Payables,30,-121
  └─ Loans Advances,-2,3
  └─ Other WC items,14,2
  └─ Working capital changes,18,-103
  └─ Direct taxes,-1,-0
  └─ Fixed assets purchased,-1.02,-0.87
  └─ Other investing items,-3.06,-1.75
  └─ Proceeds from debentures,0,75
  └─ Proceeds from borrowings,17,63
  └─ Interest paid fin,-2,-7
  └─ Financial liabilities,0,-118
  └─ Other financing items,0,59
