Metric,Mar 2025,Mar 2026
Cash from Operating Activity,17.93,-4.71
  └─ Profit from operations,8.98,2.05
  └─ Loans Advances,17.45,-4.40
  └─ Other WC items,-8.49,-2.37
  └─ Working capital changes,8.96,-6.77
  └─ Direct taxes,-0.02,0.00
Cash from Investing Activity,-7.12,6.13
  └─ Fixed assets sold,1.00,0.02
  └─ Investments purchased,-22.95,-0.00
  └─ Investments sold,-0.00,2.54
  └─ Other investing items,14.82,3.56
Cash from Financing Activity,-19.23,0.08
  └─ Proceeds from shares,17.00,0.01
  └─ Proceeds from borrowings,0.00,0.07
  └─ Repayment of borrowings,-35.45,0.00
  └─ Financial liabilities,-0.77,0.00
Net Cash Flow,-8.42,1.50
  └─ Free Cash Flow,18.93,-4.69
  └─ CFO/OP,132%,-42%
