Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,71,96,67,14,103,-60,20
  └─ Profit from operations,92,67,71,76,114,145,210
  └─ Receivables,47,0,45,-21,-18,-54,-136
  └─ Inventory,38,64,-58,-47,-111,-185,10
  └─ Payables,-40,7,24,33,93,23,-69
  └─ Other WC items,-50,-35,-9,-21,33,21,23
  └─ Working capital changes,-5,36,3,-56,-2,-195,-172
  └─ Direct taxes,-17,-7,-6,-6,-10,-10,-18
  └─ Other operating items,1,0,0,0,0,0,0
  └─ Exceptional CF items,0,0,0,0,0,0,0
Cash from Investing Activity,-19,-7,-22,-52,-145,-164,-187
  └─ Fixed assets purchased,-38,-17,-26,-59,-134,-164,-190
  └─ Fixed assets sold,1,1,2,3,1,0,5
  └─ Interest received,9,8,6,8,2,4,3
  └─ Acquisition of companies,0,0,0,0,0,0,-7
  └─ Other investing items,8,1,-5,-4,-14,-4,0
Cash from Financing Activity,-65,-88,-50,40,43,227,201
  └─ Proceeds from shares,0,0,0,0,0,302,0
  └─ Proceeds from borrowings,49,38,64,148,114,28,311
  └─ Repayment of borrowings,-75,-93,-34,-71,-29,-58,-35
  └─ Interest paid fin,-39,-32,-29,-36,-39,-41,-56
  └─ Financial liabilities,-0,-0,-1,-1,-3,-5,-5
  └─ Other financing items,0,0,-50,0,0,0,-15
Net Cash Flow,-13,1,-5,1,1,3,33
  └─ Free Cash Flow,35,80,43,-42,-31,-224,-165
  └─ CFO/OP,101%,181%,109%,27%,103%,-39%,20%
