Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-1.77,1.52
  └─ Profit from operations,-0.19,0.30
  └─ Receivables,-0.20,-0.39
  └─ Inventory,-1.19,-0.20
  └─ Payables,0.33,-0.27
  └─ Loans Advances,0.11,0.01
  └─ Other WC items,-0.51,-0.22
  └─ Working capital changes,-1.47,-1.08
  └─ Direct taxes,0.11,0.00
  └─ Other operating items,-0.22,2.30
Cash from Investing Activity,-6.21,-2.86
  └─ Fixed assets purchased,-3.72,-5.13
  └─ Interest received,0.04,0.10
  └─ Other investing items,-2.53,2.17
Cash from Financing Activity,8.00,3.72
  └─ Proceeds from shares,6.22,0.00
  └─ Proceeds from borrowings,2.15,4.48
  └─ Repayment of borrowings,-0.23,-0.57
  └─ Interest paid fin,-0.14,-0.25
  └─ Other financing items,0.00,0.05
Net Cash Flow,0.03,2.38
  └─ Free Cash Flow,-5.49,-3.61
  └─ CFO/OP,-24%,447%
