Metric,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,228,63,166,175,242,311,645,612,624,714
  └─ Profit from operations,340,185,230,229,222,476,648,835,888,919
  └─ Receivables,-29,-54,-30,5,10,-50,-21,-48,-95,-130
  └─ Inventory,-5,-1,-1,-15,-1,-14,-7,-6,-0,-12
  └─ Payables,0,2,20,4,1,3,60,2,13,54
  └─ Loans Advances,0,-1,-3,-1,0,0,0,0,0,0
  └─ Other WC items,19,-15,16,9,27,-6,71,7,-17,3
  └─ Working capital changes,-15,-69,3,2,37,-67,103,-46,-100,-85
  └─ Direct taxes,-97,-53,-68,-56,-16,-98,-106,-177,-164,-119
Cash from Investing Activity,-241,-69,-249,-87,-239,-421,-342,-441,-721,-1089
  └─ Fixed assets purchased,-156,-144,-300,-188,-146,-274,-236,-279,-517,-979
  └─ Fixed assets sold,0,1,1,1,4,1,1,1,3,1
  └─ Investments purchased,0,0,0,0,0,0,0,0,-131,0
  └─ Interest received,26,24,18,19,15,16,34,59,67,78
  └─ Acquisition of companies,0,-139,0,0,0,0,0,0,-3,0
  └─ Other investing items,-110,190,31,81,-112,-164,-142,-223,-141,-189
Cash from Financing Activity,-7,9,97,-1,-81,160,346,-514,-97,272
  └─ Proceeds from shares,12,0,1,0,0,38,479,0,1,24
  └─ Proceeds from borrowings,0,47,227,112,0,235,39,136,149,369
  └─ Repayment of borrowings,-8,-14,-63,-18,-3,-20,-70,-582,-183,-12
  └─ Interest paid fin,0,-23,-53,-79,-62,-76,-89,-32,-25,-72
  └─ Dividends paid,0,0,0,0,0,0,0,0,0,-13
  └─ Financial liabilities,0,0,-14,-16,-16,-17,-13,-36,-39,-13
  └─ Other financing items,-10,0,0,0,0,0,0,0,0,-10
Net Cash Flow,-20,3,14,87,-78,50,648,-343,-194,-103
  └─ Free Cash Flow,71,-81,-133,-13,100,38,409,335,110,-263
  └─ CFO/OP,108%,93%,135%,121%,131%,89%,118%,98%,89%,91%
