Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-10,2,6,-0,11,11,22,4,21,4
  └─ Profit from operations,6.17,9.50,9.83,11.40,10.49,12.15,16.55,19.78,18.24,14.46
  └─ Receivables,-8.22,6.61,-1.63,-5.78,-4.70,3.88,-0.85,-12.20,8.36,-5.00
  └─ Inventory,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Payables,0.00,0.00,-0.08,0.40,1.83,-1.05,-0.03,0.20,-0.14,0.67
  └─ Loans Advances,0.00,0.00,0.00,0.00,0.00,-3.15,5.35,0.00,0.00,0.00
  └─ Other WC items,-7.12,-12.55,0.75,-3.72,5.64,1.45,4.15,0.21,-1.24,-2.86
  └─ Working capital changes,-15.06,-5.94,-0.95,-9.10,2.78,1.13,8.61,-11.79,6.98,-7.18
  └─ Direct taxes,-0.88,-1.84,-2.45,-2.60,-2.01,-2.29,-3.35,-4.08,-4.00,-3.59
Cash from Investing Activity,1,-14,1,1,-10,-7,-15,-10,-3,-19
  └─ Fixed assets purchased,-3,-4,-4,-6,-9,-4,-21,-12,-5,-3
  └─ Fixed assets sold,0,0,0,0,1,1,1,1,1,2
  └─ Investments purchased,0,-15,0,0,0,-6,0,0,-0,-76
  └─ Investments sold,4,4,4,4,0,0,3,1,2,64
  └─ Interest received,0,1,2,2,1,2,2,1,2,1
  └─ Dividends received,0,0,0,0,0,0,0,0,0,0
  └─ Other investing items,0,0,0,0,-3,0,0,-1,-1,-7
Cash from Financing Activity,18,1,-6,-1,-2,8,-1,-4,1,-1
  └─ Proceeds from shares,7.90,0.00,0.00,0.00,0.00,12.60,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,5.62,6.00,0.00,0.32,4.41,1.57,0.01,0.00,1.52,0.38
  └─ Repayment of borrowings,-1.35,-3.74,-5.34,-0.33,-6.00,-5.82,-0.51,-4.09,0.00,-1.73
  └─ Interest paid fin,-1.08,-1.23,-0.87,-0.71,-0.72,-0.49,-0.61,-0.31,-0.12,-0.04
  └─ Other financing items,6.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,10,-11,2,-0,-1,12,6,-11,20,-16
  └─ Free Cash Flow,-13,-2,2,-6,3,8,1,-7,16,3
  └─ CFO/OP,-193%,47%,101%,21%,127%,112%,151%,40%,139%,51%
