Metric,Mar 2021,Mar 2022,Mar 2023
Cash from Operating Activity,-5,14,7
  └─ Profit from operations,9.73,11.66,20.63
  └─ Receivables,-3.62,-5.19,1.44
  └─ Inventory,-2.89,8.06,-16.73
  └─ Payables,0.45,-2.36,-1.95
  └─ Other WC items,-7.61,2.65,6.41
  └─ Working capital changes,-13.68,3.17,-10.83
  └─ Direct taxes,-1.00,-0.49,-2.69
Cash from Investing Activity,-1,-4,-6
  └─ Fixed assets purchased,-3.92,-3.99,-6.23
  └─ Other investing items,2.76,0.02,-0.12
Cash from Financing Activity,6,-11,-1
  └─ Proceeds from borrowings,18.07,5.91,12.05
  └─ Repayment of borrowings,-9.24,-12.87,-8.85
  └─ Interest paid fin,-2.92,-3.51,-3.40
  └─ Other financing items,0.37,-0.49,-0.41
Net Cash Flow,0,-1,0
  └─ Free Cash Flow,-9,10,1
  └─ CFO/OP,-36%,124%,48%
