Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-5,39,-30,27,-73,-98
  └─ Profit from operations,2,2,7,-21,-12,21
  └─ Receivables,-2,-11,-25,45,-12,-4
  └─ Inventory,1,1,3,-4,-1,1
  └─ Payables,-22,23,8,0,0,-12
  └─ Loans Advances,-39,-1,4,24,-66,-99
  └─ Other WC items,56,26,-28,-13,22,2
  └─ Working capital changes,-6,37,-37,51,-56,-111
  └─ Direct taxes,-1,-1,0,-3,-5,-8
Cash from Investing Activity,-9,-11,15,-5,-19,17
  └─ Fixed assets purchased,-0.04,-0.04,-0.01,-3.90,-4.44,-5.15
  └─ Investments purchased,-13.80,-0.17,-0.46,-0.69,-7.67,0.00
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,7.84
  └─ Interest received,2.10,2.63,1.86,2.44,6.33,14.61
  └─ Other investing items,2.42,-13.46,13.16,-2.71,-13.08,-0.22
Cash from Financing Activity,9,-17,5,-26,105,71
  └─ Proceeds from shares,34,0,0,0,20,0
  └─ Proceeds from borrowings,14,0,18,0,2,74
  └─ Repayment of borrowings,-4,-17,-5,-25,-0,0
  └─ Interest paid fin,-0,-0,-0,-0,-0,-3
  └─ Other financing items,-34,0,-7,0,84,0
Net Cash Flow,-5,10,-10,-4,13,-10
  └─ Free Cash Flow,-5,38,-30,23,-77,-103
  └─ CFO/OP,-508%,778%,-323%,191%,-416%,-466%
