Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,114,102,75,124,129,268,89,162,236,122
  └─ Profit from operations,146,176,180,202,175,166,235,312,299,274
  └─ Receivables,-27,-43,-49,-31,71,10,37,-32,-10,-63
  └─ Inventory,-10,-14,-44,-22,-27,43,-118,-89,19,-47
  └─ Payables,17,49,25,46,-16,60,-2,10,-34,3
  └─ Loans Advances,-13,0,0,0,0,0,0,0,0,0
  └─ Other WC items,31,-16,18,-14,-24,18,-10,35,40,14
  └─ Working capital changes,-2,-24,-51,-21,5,132,-93,-77,15,-93
  └─ Direct taxes,-30,-51,-53,-57,-50,-30,-52,-73,-78,-60
Cash from Investing Activity,-83,-102,-41,-110,-80,-242,-72,-105,-143,127
  └─ Fixed assets purchased,-90,-71,-58,-58,-46,-15,-17,-39,-65,-29
  └─ Fixed assets sold,1,1,4,2,1,1,2,1,3,1
  └─ Investments purchased,-32,-77,-146,-208,-198,-414,-263,-391,-198,-112
  └─ Investments sold,34,39,133,157,161,185,193,309,109,271
  └─ Investment income,0,4,2,1,2,3,3,3,0,0
  └─ Interest received,3,0,0,0,0,0,0,0,4,4
  └─ Dividends received,1,1,1,0,0,0,0,0,0,0
  └─ Investment in group cos,0,0,0,-8,0,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,6,22,0,0
  └─ Inter corporate deposits,0,4,0,0,0,0,0,0,0,0
  └─ Other investing items,0,-1,24,2,1,-3,3,-11,5,-8
Cash from Financing Activity,-0,1,-34,-29,-55,-19,-11,-60,-84,-260
  └─ Proceeds from shares,16,8,0,4,0,5,1,1,0,0
  └─ Proceeds from borrowings,0,25,5,0,5,2,19,0,0,0
  └─ Repayment of borrowings,0,0,-13,-6,-4,-11,-1,-1,-5,-2
  └─ Interest paid fin,-5,-10,-9,-7,-8,-8,-3,-4,-3,-2
  └─ Dividends paid,-8,-12,-16,-16,-34,-0,-17,-46,-65,-78
  └─ Financial liabilities,0,0,0,0,-7,-8,-9,-10,-10,-12
  └─ Other financing items,-3,-10,-1,-3,-7,0,0,0,-0,-165
Net Cash Flow,31,0,1,-15,-6,7,7,-3,10,-11
  └─ Free Cash Flow,25,31,21,69,84,254,74,124,174,94
  └─ CFO/OP,102%,87%,73%,91%,107%,188%,62%,78%,104%,60%
