Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity,5.79,2.22,0.70,0.27
  └─ Profit from operations,7.78,1.85,6.08,0.91
  └─ Receivables,-1.35,-4.44,-3.78,-0.06
  └─ Inventory,-0.47,0.61,0.00,0.26
  └─ Payables,-0.08,1.66,0.69,0.51
  └─ Loans Advances,-0.88,0.00,0.00,0.00
  └─ Other WC items,1.46,2.56,-2.28,-1.32
  └─ Working capital changes,-1.31,0.40,-5.37,-0.62
  └─ Direct taxes,-0.67,-0.02,-0.02,-0.03
Cash from Investing Activity,-4.12,-0.94,-0.32,0.25
  └─ Fixed assets purchased,-0.96,-1.63,-0.98,-0.01
  └─ Interest received,0.49,0.69,0.67,0.26
  └─ Other investing items,-3.65,0.00,0.00,0.00
Cash from Financing Activity,0.67,-0.37,-0.16,0.45
  └─ Proceeds from borrowings,3.87,0.28,0.30,0.96
  └─ Repayment of borrowings,-2.85,-0.22,0.00,0.00
  └─ Interest paid fin,-0.35,-0.43,-0.46,-0.51
Net Cash Flow,2.34,0.91,0.22,0.97
  └─ Free Cash Flow,4.83,0.59,-0.28,0.26
  └─ CFO/OP,107%,121%,12%,31%
