Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity,-933,-1276,-1172,-1071,-1135,-1924,-1987
  └─ Profit from operations,184,239,322,403,476,559,630
  └─ Loans Advances,0,-1396,-1465,-1371,-1550,-2435,-2546
  └─ Other WC items,-1075,-52,32,-49,14,45,60
  └─ Working capital changes,-1075,-1447,-1433,-1420,-1537,-2390,-2486
  └─ Direct taxes,-42,-68,-61,-54,-75,-93,-131
Cash from Investing Activity,-218,-327,-342,-265,-463,196,-648
  └─ Fixed assets purchased,-14,-14,-20,-8,-16,-39,-33
  └─ Fixed assets sold,0,0,0,0,0,1,1
  └─ Investments purchased,0,0,0,0,-53,-58,-71
  └─ Investments sold,0,0,0,0,0,10,17
  └─ Redemp n Canc of Shares,0,0,0,0,0,0,12
  └─ Other investing items,-204,-313,-322,-257,-395,283,-573
Cash from Financing Activity,1240,1404,1705,1008,1623,1858,2477
  └─ Proceeds from shares,441,475,5,5,10,8,2
  └─ Proceeds from borrowings,0,1465,2361,2352,3612,3811,4510
  └─ Repayment of borrowings,0,-523,-643,-1337,-1982,-1943,-2014
  └─ Financial liabilities,0,0,-10,-11,-14,-17,-21
  └─ Other financing items,799,-13,-9,-1,-3,0,-0
Net Cash Flow,90,-198,191,-328,26,130,-157
  └─ Free Cash Flow,-947,-1290,-1192,-1079,-1150,-1963,-2018
  └─ CFO/OP,-268%,-231%,-164%,-123%,-111%,-157%,-125%
