Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,27,74,20,-119,124,112,-4
  └─ Profit from operations,22.53,47.58,135.83,180.70,224.12,148.95,5.08
  └─ Receivables,-21.17,27.00,-24.22,-104.19,-86.15,-67.58,13.92
  └─ Inventory,0.00,0.00,-0.26,-0.40,-0.18,-1.23,-0.98
  └─ Payables,-3.21,-0.45,9.10,38.04,4.79,53.12,-20.40
  └─ Other WC items,35.06,23.90,-58.30,-173.52,34.32,39.81,0.58
  └─ Working capital changes,10.68,50.45,-73.68,-240.08,-47.22,24.13,-6.88
  └─ Direct taxes,-5.74,-24.18,-41.95,-60.00,-52.79,-61.26,-2.27
Cash from Investing Activity,-55,-23,-56,83,-43,-92,-42
  └─ Fixed assets purchased,-3,-1,-20,-5,-12,-66,-114
  └─ Fixed assets sold,0,0,0,1,1,0,0
  └─ Investments purchased,-1,0,0,0,-37,-9,-7
  └─ Investments sold,8,0,0,1,0,3,2
  └─ Interest received,8,12,11,9,9,13,13
  └─ Dividends received,0,0,0,0,0,0,0
  └─ Redemp n Canc of Shares,0,0,0,0,10,0,0
  └─ Acquisition of companies,-0,0,0,0,0,0,0
  └─ Other investing items,-66,-35,-47,77,-14,-33,64
Cash from Financing Activity,6,0,-31,4,56,16,-10
  └─ Proceeds from shares,0.00,0.00,0.00,0.00,84.68,0.00,0.00
  └─ Proceeds from borrowings,6.76,0.51,3.43,6.52,43.63,22.05,0.00
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,-49.33,0.00,-3.41
  └─ Interest paid fin,-0.19,-0.27,-1.97,-2.50,-4.92,-5.11,-4.86
  └─ Dividends paid,0.00,0.00,-32.59,0.00,-17.70,0.00,0.00
  └─ Financial liabilities,-0.18,0.00,0.00,-0.18,-0.61,-1.17,-1.43
Net Cash Flow,-21,51,-67,-33,137,35,-56
  └─ Free Cash Flow,24,73,-0,-124,113,46,-118
  └─ CFO/OP,324%,126%,47%,-34%,84%,119%,11%
