Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,93,10,10,-17,0
  └─ Profit from operations,89,6,12,19,32
  └─ Receivables,5,-2,5,-2,-6
  └─ Inventory,4,4,-1,-11,-86
  └─ Payables,-2,-0,1,-1,1
  └─ Other WC items,-2,11,-6,-22,60
  └─ Working capital changes,4,13,-1,-36,-31
  └─ Direct taxes,-0,-8,-1,-0,-1
Cash from Investing Activity,-97,-12,-38,18,21
  └─ Fixed assets purchased,-0.10,-0.11,-6.76,-0.81,-5.91
  └─ Fixed assets sold,0.04,3.45,0.00,20.50,20.02
  └─ Investments purchased,-97.31,-16.88,0.00,0.00,-23.30
  └─ Investments sold,0.00,0.00,0.00,0.00,18.43
  └─ Interest received,0.88,1.18,2.43,2.17,0.50
  └─ Other investing items,-0.12,0.59,-33.69,-4.06,11.56
Cash from Financing Activity,3,2,28,-1,-21
  └─ Proceeds from borrowings,18.76,42.93,43.58,18.95,10.29
  └─ Repayment of borrowings,-9.36,-34.18,-7.08,-8.58,-11.98
  └─ Interest paid fin,-6.10,-7.05,-8.62,-11.10,-11.02
  └─ Financial liabilities,0.00,0.00,0.00,0.00,-0.24
  └─ Other financing items,0.00,0.00,0.00,0.00,-8.42
Net Cash Flow,-1,0,-0,0,0
  └─ Free Cash Flow,93,14,3,3,14
  └─ CFO/OP,105%,498%,148%,-86%,5%
