Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-35,-321,27,-22,-68,-78
  └─ Profit from operations,-46,12,56,61,-82,-11
  └─ Receivables,-21,10,-48,-6,25,-30
  └─ Payables,38,9,50,113,-120,-9
  └─ Other WC items,-6,-344,-41,-173,99,-23
  └─ Working capital changes,11,-325,-40,-65,4,-62
  └─ Direct taxes,1,-8,11,-17,10,-5
Cash from Investing Activity,10,-85,-1,27,-313,82
  └─ Fixed assets purchased,-1,-3,-1,-6,-9,-12
  └─ Fixed assets sold,0,0,0,0,0,0
  └─ Investments purchased,-1,0,0,-3,-2,0
  └─ Investments sold,4,0,0,0,0,0
  └─ Interest received,0,0,0,15,21,34
  └─ Other investing items,8,-81,1,20,-324,60
Cash from Financing Activity,73,329,18,3,515,-2
  └─ Proceeds from shares,0,106,0,0,537,2
  └─ Proceeds from debentures,0,0,54,50,0,0
  └─ Redemption of debentures,-11,-3,-5,-27,-30,-42
  └─ Proceeds from borrowings,0,36,0,746,1627,4953
  └─ Repayment of borrowings,-8,-7,-10,-741,-1588,-4881
  └─ Interest paid fin,-7,-11,-19,-17,-25,-25
  └─ Financial liabilities,-1,-0,-3,-3,-5,-8
  └─ Other financing items,100,208,0,-4,0,0
Net Cash Flow,49,-76,44,8,133,2
  └─ Free Cash Flow,-35,-324,26,-28,-77,-89
  └─ CFO/OP,30%,237%,-20%,-21%,77%,182%
