Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,2,-3,-3,277,11,-4,18,7,7,-7
  └─ Profit from operations,-11.31,-6.02,-2.50,-1.82,-3.87,-0.26,6.18,21.07,23.03,20.03
  └─ Receivables,9.81,-0.17,-2.93,4.20,1.21,-0.20,6.84,-3.97,-1.89,-16.66
  └─ Inventory,11.39,2.77,2.09,-1.88,4.95,0.00,0.59,-1.04,-15.08,-16.04
  └─ Payables,-7.78,1.69,0.65,-0.03,1.99,-3.92,8.70,-8.96,0.50,5.44
  └─ Working capital changes,13.42,4.29,-0.19,2.29,8.15,-4.12,16.14,-13.97,-16.47,-27.26
  └─ Interest paid,-0.06,-0.83,-0.03,-0.04,-0.03,0.00,0.00,0.00,0.00,0.00
  └─ Direct taxes,0.10,0.00,-0.02,-0.01,-0.01,0.00,-3.91,-0.58,0.02,-0.16
  └─ Exceptional CF items,0.13,0.00,0.00,276.93,7.14,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,1,9,33,0,0,0,-10,-6,1,12
  └─ Fixed assets purchased,-0.03,0.00,-0.03,0.00,0.00,0.00,-4.15,-2.96,-2.98,-6.69
  └─ Fixed assets sold,0.04,8.30,32.83,0.00,0.02,0.20,0.16,0.49,0.96,0.04
  └─ Investments purchased,0.00,0.00,0.00,0.00,0.00,0.00,-10.91,-5.10,0.00,0.00
  └─ Investments sold,0.70,0.44,0.32,0.03,0.00,0.23,4.27,0.46,1.00,18.34
  └─ Interest received,0.00,0.00,0.00,0.00,0.00,0.00,0.85,1.28,1.53,0.57
  └─ Other investing items,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.06,0.04
Cash from Financing Activity,-3,-8,-31,-277,-10,4,-3,-0,-9,-9
  └─ Proceeds from shares,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,0.00,3.92,0.00,0.52,0.00,0.00
  └─ Repayment of borrowings,-2.68,-7.54,-35.58,-0.06,-3.07,0.00,-2.92,0.00,-6.00,-6.00
  └─ Proceeds from deposits,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.02,0.00,0.00
  └─ Interest paid fin,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,-0.55,-0.63,-0.53
  └─ Dividends paid,-0.02,0.00,0.00,0.00,0.00,0.00,-0.26,-0.22,-2.05,-1.93
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,-0.24,-0.28,-0.25
  └─ Other financing items,0.00,0.00,0.00,-276.93,-7.15,0.00,0.00,0.00,0.00,-0.21
Net Cash Flow,0,-1,-0,0,1,-0,6,0,-2,-4
  └─ Free Cash Flow,2,6,30,277,11,-4,14,4,5,-14
  └─ CFO/OP,-5%,38%,15%,-100%,-100%,447%,559%,40%,29%,-33%
