Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-52,32,-2,4,1,-1,-6,-1,-12,29
  └─ Profit from operations,-2,1,6,0,-1,3,2,3,-2,3
  └─ Receivables,117,36,-5,0,2,-18,15,-1,-8,-10
  └─ Inventory,-20,20,-14,15,0,-20,12,-3,-1,-55
  └─ Payables,-146,-25,11,-11,-0,35,-34,0,0,92
  └─ Working capital changes,-50,31,-8,4,2,-4,-8,-4,-9,27
  └─ Direct taxes,-0,-0,-0,-0,0,-0,-1,-0,-0,-1
Cash from Investing Activity,54,-32,3,-4,-5,17,-13,11,1,1
  └─ Fixed assets purchased,-0.05,-0.14,-0.11,-1.69,-0.01,-0.67,-0.20,-0.10,-1.77,-0.11
  └─ Fixed assets sold,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.50,0.00,0.00
  └─ Investments purchased,0.00,-31.53,0.00,-2.37,-5.45,0.00,-12.78,0.00,0.00,0.00
  └─ Investments sold,49.74,0.00,3.24,0.00,0.00,17.03,0.00,10.06,2.70,1.06
  └─ Interest received,4.19,0.00,0.00,0.01,0.08,0.20,0.27,0.50,0.13,0.41
  └─ Other investing items,-0.13,-0.10,0.16,0.00,0.03,0.00,0.06,0.00,0.00,-0.04
Cash from Financing Activity,-2,-0,-1,-0,4,-5,15,-16,11,-9
  └─ Proceeds from borrowings,0.00,0.00,0.00,0.00,4.50,0.00,15.68,0.00,12.92,0.00
  └─ Repayment of borrowings,-0.01,0.00,0.00,0.00,0.00,-4.50,0.00,-12.19,0.00,-7.02
  └─ Interest paid fin,-1.52,-0.30,-0.85,-0.08,-0.22,-0.31,-0.87,-3.55,-2.17,-2.41
Net Cash Flow,-0,-0,0,-0,-0,10,-4,-6,-0,21
  └─ Free Cash Flow,-52,32,-2,2,1,-2,-7,-1,-14,29
  └─ CFO/OP,2827%,-3678%,-129%,-304%,-92%,-34%,-374%,-35%,458%,991%
