Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-76,-11,34,3,-18,29,18,64,58,65,60,-26
  └─ Profit from operations,23,27,25,40,41,30,10,8,6,10,23,34
  └─ Receivables,-3,-6,-10,-5,1,-35,-0,28,15,13,4,-23
  └─ Inventory,-49,4,-9,-4,-16,32,9,-15,-5,-77,36,11
  └─ Payables,1,7,7,16,6,2,3,-15,9,-20,5,12
  └─ Loans Advances,-56,-39,-1,-4,-4,-2,1,0,0,0,0,0
  └─ Operating Deposits,0,0,0,0,0,0,0,0,-1,-9,20,1
  └─ Other WC items,7,4,29,-28,-36,8,-1,60,36,150,-19,-51
  └─ Working capital changes,-99,-29,16,-26,-48,5,11,58,54,57,45,-51
  └─ Direct taxes,0,-9,-7,-11,-11,-7,-2,-2,-1,-2,-8,-9
Cash from Investing Activity,-13,8,-22,-12,17,-9,-16,-26,-3,-28,-25,10
  └─ Fixed assets purchased,-3.31,-1.74,-7.66,-1.33,-1.16,-0.85,-0.01,-0.36,-0.08,-0.61,-3.22,-1.33
  └─ Fixed assets sold,0.78,1.35,0.03,0.40,1.14,0.01,0.06,3.99,0.74,0.60,0.23,0.00
  └─ Investments purchased,-15.65,-4.71,-2.18,0.00,0.00,0.00,-20.66,-21.39,-9.67,-15.06,-17.92,-0.72
  └─ Investments sold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.97
  └─ Investment income,0.00,0.00,0.00,5.11,5.05,9.38,7.79,9.04,11.98,12.65,14.89,0.00
  └─ Interest received,7.24,14.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.07
  └─ Dividends received,0.00,0.00,5.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other investing items,-1.79,-1.33,-17.88,-16.37,11.81,-18.01,-2.88,-17.03,-6.03,-25.40,-18.94,-8.44
Cash from Financing Activity,88,2,-10,8,1,-19,10,-51,-54,-39,-12,-7
  └─ Proceeds from shares,52.64,4.79,8.89,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Proceeds from borrowings,48.64,19.35,23.07,23.98,44.28,56.72,26.85,3.68,0.00,22.22,0.00,13.09
  └─ Repayment of borrowings,0.00,0.00,-27.98,0.00,-25.21,-59.33,-0.96,-40.40,-42.43,-53.41,-8.47,-15.50
  └─ Interest paid fin,-9.88,-14.44,-8.90,-11.10,-13.03,-16.77,-16.01,-14.51,-11.23,-7.79,-3.87,-4.39
  └─ Dividends paid,-2.95,-3.70,-5.20,-5.21,-5.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other financing items,-0.03,-4.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-0,-1,2,-1,-1,-0,12,-13,1,-1,23,-23
  └─ Free Cash Flow,-79,-11,26,2,-18,28,18,68,59,65,57,-27
  └─ CFO/OP,-331%,-7%,149%,40%,-19%,123%,209%,883%,2138%,597%,306%,-52%
