Metric,Mar 2025,Mar 2026
Cash from Operating Activity,-3,-11
  └─ Profit from operations,18.44,25.30
  └─ Receivables,-16.87,-14.08
  └─ Payables,-2.02,-13.67
  └─ Other WC items,-0.89,-0.12
  └─ Working capital changes,-19.78,-27.87
  └─ Direct taxes,-2.00,-8.34
Cash from Investing Activity,-1,-33
  └─ Fixed assets purchased,-0.06,-17.00
  └─ Fixed assets sold,0.01,0.06
  └─ Investments sold,0.00,3.25
  └─ Interest received,0.38,1.74
  └─ Other investing items,-1.31,-20.61
Cash from Financing Activity,4,48
  └─ Proceeds from shares,0.53,5.96
  └─ Interest paid fin,-0.13,-0.25
  └─ Financial liabilities,-0.25,-0.43
  └─ Other financing items,3.43,42.58
Net Cash Flow,-1,4
  └─ Free Cash Flow,-3,-28
  └─ CFO/OP,-7%,-10%
