Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,3,6,8,18,21,22,17,18,2,14,21,40
  └─ Profit from operations,8.04,9.52,15.46,20.10,24.80,21.58,16.07,25.26,26.73,28.49,22.32,29.37
  └─ Receivables,-8.33,-5.86,-7.80,-0.14,-4.13,-1.03,2.41,-0.31,-47.11,-7.77,7.04,-28.42
  └─ Inventory,-0.68,0.18,0.20,0.16,-0.34,-1.49,0.71,-0.48,-1.55,0.74,0.06,-0.77
  └─ Payables,2.17,3.78,-1.50,2.49,3.49,3.79,-4.28,1.25,18.12,-14.09,2.76,16.92
  └─ Loans Advances,-0.12,-0.08,0.49,-0.03,-1.92,-0.99,0.73,-0.76,-8.55,0.90,-0.06,-4.69
  └─ Other WC items,2.81,5.25,4.27,-1.46,3.37,3.81,2.24,-4.28,33.23,15.40,-0.27,32.35
  └─ Working capital changes,-4.16,3.27,-4.34,1.02,0.47,4.07,1.82,-4.57,-5.86,-4.82,9.52,15.40
  └─ Direct taxes,-1.35,-2.12,-2.90,-3.27,-3.98,-3.24,-1.60,-2.50,-18.80,-9.54,-10.52,-4.66
  └─ Exceptional CF items,0.00,-4.80,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00
Cash from Investing Activity,-4,-4,-9,-10,-13,-21,-12,-12,-47,6,-3,-52
  └─ Fixed assets purchased,-1.08,-3.37,-1.06,-0.88,-2.23,-11.25,-3.31,-3.80,-19.94,-8.94,-12.63,-44.52
  └─ Fixed assets sold,0.05,0.14,0.05,0.06,0.04,0.00,2.16,0.94,0.35,0.49,1.16,0.02
  └─ Investments purchased,0.00,0.00,0.00,0.00,-10.85,-8.43,-8.30,-9.95,0.00,0.00,0.00,0.00
  └─ Interest received,0.19,0.18,0.00,0.00,0.36,0.45,0.47,0.40,0.00,6.26,5.96,5.84
  └─ Dividends received,0.09,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.23,0.00,0.00
  └─ Other investing items,-3.40,-1.32,-7.62,-9.32,-0.29,-1.37,-2.62,-0.02,-27.17,-1.22,2.12,-13.03
Cash from Financing Activity,-1,0,-0,-1,-1,2,-3,-4,41,-59,-12,3
  └─ Proceeds from borrowings,0.00,0.42,0.17,0.00,0.00,4.71,0.00,0.00,48.84,0.00,1.41,15.00
  └─ Repayment of borrowings,0.00,0.00,0.00,0.00,-0.31,0.00,-0.50,-1.68,0.00,-49.64,-2.10,-0.43
  └─ Proceeds from deposits,0.00,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest paid fin,0.00,0.00,-0.27,-0.37,-0.10,-1.41,-1.91,-2.40,-3.78,-5.23,-5.28,-5.62
  └─ Dividends paid,-0.57,-0.39,-0.13,-0.26,-0.65,-0.78,-0.52,-0.33,-0.50,-0.39,-0.65,-0.52
  └─ Financial liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.47,-4.23,-5.57,-5.20
  └─ Other financing items,-0.17,-2.74,-0.03,-0.40,-0.13,-0.16,0.00,0.00,0.00,0.00,0.00,0.00
Net Cash Flow,-2,2,-1,7,7,4,2,1,-4,-40,6,-8
  └─ Free Cash Flow,2,3,7,17,19,11,16,15,-18,6,10,-4
  └─ CFO/OP,50%,97%,95%,215%,228%,307%,371%,173%,126%,96%,166%,153%
