Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-43,3,6,-27,7,14
  └─ Profit from operations,3.63,10.44,13.04,11.51,7.61,8.92
  └─ Receivables,-41.96,4.62,1.55,-10.70,-4.12,7.51
  └─ Inventory,-6.15,5.50,-2.16,-2.10,-2.51,2.54
  └─ Payables,-4.46,0.26,2.23,4.96,1.53,-7.15
  └─ Loans Advances,3.31,-19.77,-7.15,-25.93,6.85,6.87
  └─ Other WC items,3.06,1.81,0.73,-2.31,0.50,-1.21
  └─ Working capital changes,-46.20,-7.57,-4.80,-36.08,2.25,8.57
  └─ Direct taxes,-0.48,0.00,-2.27,-2.57,-3.30,-3.42
Cash from Investing Activity,-1,2,-9,43,-25,-17
  └─ Fixed assets purchased,-0.15,-0.59,-0.88,-1.13,-7.75,-3.20
  └─ Fixed assets sold,0.00,0.42,0.03,0.05,0.04,0.00
  └─ Investments purchased,-1.05,0.00,-0.23,-0.10,-3.47,-0.18
  └─ Investments sold,0.00,0.00,0.00,0.00,10.02,0.00
  └─ Interest received,0.42,0.44,0.29,0.24,1.24,0.92
  └─ Other investing items,0.00,1.36,-8.26,43.51,-25.28,-14.34
Cash from Financing Activity,-1,-4,2,-12,19,1
  └─ Proceeds from borrowings,3.23,9.46,4.62,0.00,20.68,3.53
  └─ Repayment of borrowings,-2.21,-11.64,-5.57,-13.64,-5.67,-1.55
  └─ Interest paid fin,-2.12,-1.92,-2.41,-2.61,-1.24,-2.35
  └─ Other financing items,0.00,0.00,5.73,3.78,5.21,1.42
Net Cash Flow,-45,0,-1,3,0,-2
  └─ Free Cash Flow,-43,3,5,-28,-1,11
  └─ CFO/OP,-2107%,28%,74%,-221%,144%,241%
