Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,9,15,12,16,16,3,10
  └─ Profit from operations,12,15,26,33,40,41,52
  └─ Receivables,1,0,-6,-6,-17,-23,-9
  └─ Inventory,-6,2,-10,-6,-4,-15,-17
  └─ Payables,1,-4,3,-6,6,5,2
  └─ Loans Advances,-0,0,0,0,0,0,0
  └─ Other WC items,2,1,-0,5,-3,2,-9
  └─ Working capital changes,-3,0,-13,-13,-18,-31,-34
  └─ Direct taxes,-0,-0,-2,-4,-6,-7,-8
Cash from Investing Activity,-10,-5,-7,-12,-3,-92,-11
  └─ Fixed assets purchased,-9.51,-8.36,-6.88,-9.86,-10.75,-27.29,-29.80
  └─ Fixed assets sold,0.05,0.00,0.10,8.51,0.16,0.04,0.08
  └─ Capital WIP,0.00,3.45,0.30,-1.84,-2.25,-6.59,-8.55
  └─ Investments purchased,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Interest received,0.16,0.13,0.10,0.45,0.59,1.78,3.66
  └─ Other investing items,-0.21,-0.04,-0.25,-9.65,9.26,-59.87,23.35
Cash from Financing Activity,1,-8,-7,-4,-12,89,11
  └─ Proceeds from shares,1.74,0.00,4.67,4.93,0.00,135.58,0.87
  └─ Proceeds from borrowings,10.96,7.30,1.83,3.48,10.24,0.00,0.68
  └─ Repayment of borrowings,-6.13,-1.47,-8.53,-6.70,-11.59,-31.84,0.00
  └─ Interest paid fin,-5.77,-5.62,-4.89,-5.10,-5.95,-3.74,-2.74
  └─ Financial liabilities,0.00,0.00,0.00,-0.13,-0.29,-0.48,-0.58
  └─ Other financing items,0.00,-7.97,0.00,-0.10,-4.22,-10.19,12.78
Net Cash Flow,0,2,-2,0,1,0,10
  └─ Free Cash Flow,-1,10,5,13,3,-31,-28
  └─ CFO/OP,94%,119%,66%,74%,54%,24%,34%
