Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,14,4,-4,-2,-22,-14,-39,34,25,-22,-42
  └─ Profit from operations,11,4,4,3,2,-0,0,14,23,36,28
  └─ Receivables,-1,0,-0,0,0,-0,-0,-6,-15,-39,4
  └─ Inventory,1,21,2,-5,-13,-13,-44,26,8,-8,-39
  └─ Payables,7,0,-8,-1,0,1,5,4,-1,9,1
  └─ Loans Advances,-5,1,-0,1,0,0,0,0,0,0,0
  └─ Operating borrowings,0,0,0,0,-8,0,0,0,0,0,0
  └─ Other WC items,1,-21,-1,2,-3,-1,0,-1,16,-13,-23
  └─ Working capital changes,3,1,-7,-4,-23,-14,-39,23,7,-51,-57
  └─ Direct taxes,0,-1,-1,-1,-1,0,-0,-3,-5,-7,-13
  └─ Advance tax,-0,-0,-0,-0,-0,0,0,0,0,0,0
  └─ Other operating items,0,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activity,1,0,17,-3,-1,-1,-3,-7,-21,-8,-56
  └─ Fixed assets purchased,0.00,-0.02,-0.05,-0.09,-2.38,-2.61,-3.00,-8.23,-27.80,-4.84,-22.98
  └─ Fixed assets sold,0.00,0.04,0.01,0.70,0.00,0.00,0.58,4.75,4.90,0.08,10.87
  └─ Capital WIP,0.01,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.73
  └─ Investments purchased,0.00,0.00,-2.50,-5.02,0.00,0.00,-0.99,0.00,-0.10,0.00,0.00
  └─ Investments sold,0.00,0.16,0.00,0.00,0.11,0.00,0.00,0.25,0.00,0.03,0.15
  └─ Interest received,0.67,0.00,1.42,1.41,1.23,1.83,0.96,0.77,1.01,1.91,8.70
  └─ Dividends received,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00
  └─ Other investing items,0.00,-1.60,18.07,0.02,0.21,0.00,-0.29,-4.58,1.27,-5.51,-33.71
Cash from Financing Activity,-3,-3,-2,3,23,14,33,-26,-4,90,47
  └─ Proceeds from shares,0,0,27,0,0,0,0,0,0,77,121
  └─ Proceeds from borrowings,0,0,0,3,23,14,33,7,0,33,35
  └─ Repayment of borrowings,-3,0,0,0,0,0,0,-32,-4,-15,-102
  └─ Interest paid fin,-0,0,-0,-0,-0,0,0,-0,-0,-3,-3
  └─ Dividends paid,0,0,0,0,-1,0,-0,-2,-1,-2,-3
  └─ Other financing items,0,-3,-28,0,1,0,0,0,-0,0,-0
Net Cash Flow,12,1,11,-2,0,-0,-9,0,0,60,-51
  └─ Free Cash Flow,14,5,-4,-1,-25,-16,-42,30,2,-27,-73
  └─ CFO/OP,124%,265%,-113%,-54%,6143%,1698%,3882%,303%,140%,-52%,-116%
