Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,5,2,6,7,5
  └─ Profit from operations,6.76,6.19,9.17,12.33,18.55
  └─ Receivables,-3.06,-2.51,0.06,-3.58,-12.71
  └─ Payables,0.85,0.34,0.56,-0.70,2.38
  └─ Other WC items,4.77,-0.45,-0.34,2.93,-1.89
  └─ Working capital changes,2.57,-2.62,0.28,-1.35,-12.22
  └─ Direct taxes,-4.49,-1.76,-3.64,-4.10,-1.20
Cash from Investing Activity,-0,-1,-8,-9,-16
  └─ Fixed assets purchased,-0.14,-0.45,-6.71,-6.48,-11.88
  └─ Investments purchased,0.00,0.00,-0.30,-2.34,0.00
  └─ Interest received,0.06,0.13,0.10,0.14,0.33
  └─ Other investing items,-0.12,-0.64,-1.17,-0.25,-3.96
Cash from Financing Activity,-4,4,2,2,7
  └─ Proceeds from shares,0.00,0.00,0.00,8.90,3.57
  └─ Proceeds from borrowings,3.54,5.63,3.83,0.10,8.34
  └─ Repayment of borrowings,-6.45,0.00,0.00,-3.74,0.00
  └─ Interest paid fin,-1.34,-2.06,-2.19,-2.45,-3.94
  └─ Share application money,0.00,0.00,0.00,0.00,-0.36
  └─ Other financing items,0.00,0.00,0.00,-0.82,-0.57
Net Cash Flow,0,4,-1,-0,-3
  └─ Free Cash Flow,5,1,-1,0,-7
  └─ CFO/OP,200%,63%,110%,93%,34%
