Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,80,27,65,20,43,41,171
  └─ Profit from operations,111,83,111,127,138,212,147
  └─ Receivables,-8,-8,-10,1,-18,-34,-27
  └─ Inventory,-15,-28,-22,-84,-21,-54,58
  └─ Payables,7,2,29,9,-4,6,7
  └─ Other WC items,10,-8,-20,-10,-35,-64,7
  └─ Working capital changes,-7,-42,-23,-84,-78,-146,45
  └─ Direct taxes,-25,-14,-24,-23,-17,-25,-21
Cash from Investing Activity,-72,-49,-253,-166,-227,-125,-158
  └─ Fixed assets purchased,-32,-59,-277,-205,-157,-208,-176
  └─ Fixed assets sold,0,1,3,19,1,1,1
  └─ Investments purchased,-137,-44,-104,-11,0,-19,-10
  └─ Investments sold,99,45,110,21,22,7,17
  └─ Interest received,3,2,2,10,13,5,13
  └─ Other investing items,-6,5,13,0,-106,89,-3
Cash from Financing Activity,-23,23,208,128,223,157,-9
  └─ Proceeds from shares,0,0,0,0,340,39,105
  └─ Proceeds from borrowings,33,66,376,191,153,239,0
  └─ Repayment of borrowings,-46,-31,-154,-43,-260,-82,-61
  └─ Interest paid fin,-6,-7,-9,-14,-43,-27,-41
  └─ Dividends paid,-4,-4,-4,-4,-4,-11,-8
  └─ Other financing items,-0,0,-1,-1,38,0,-4
Net Cash Flow,-15,1,20,-18,39,73,4
  └─ Free Cash Flow,48,-31,-208,-166,-112,-166,-4
  └─ CFO/OP,93%,48%,78%,34%,44%,31%,136%
