Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,-8.58,7.62,-8.01,-4.38
  └─ Profit from operations,-0.36,-1.22,2.07,-2.36
  └─ Receivables,1.87,-0.80,0.88,-0.33
  └─ Inventory,0.01,0.00,-0.98,-0.49
  └─ Payables,-0.19,2.91,1.83,-1.48
  └─ Other WC items,-6.81,8.12,-8.03,0.75
  └─ Working capital changes,-5.12,10.24,-6.29,-1.55
  └─ Direct taxes,-3.09,-1.40,-3.79,-0.47
Cash from Investing Activity,14.62,-2.85,1.38,4.82
  └─ Fixed assets purchased,-0.03,-0.03,-0.04,-0.37
  └─ Investments purchased,0.00,-2.00,-8.00,-11.47
  └─ Investments sold,0.00,0.00,3.12,2.30
  └─ Interest received,0.00,0.22,0.31,0.85
  └─ Dividends received,6.95,6.95,6.95,9.27
  └─ Acquisition of companies,0.00,0.00,-9.40,0.00
  └─ Other investing items,7.70,-7.99,8.44,4.24
Cash from Financing Activity,-0.44,-0.38,-0.41,-0.56
  └─ Interest paid fin,-0.06,-0.03,-0.08,-0.10
  └─ Financial liabilities,-0.37,-0.35,-0.33,-0.46
Net Cash Flow,5.61,4.38,-7.04,-0.12
  └─ Free Cash Flow,-8.61,7.59,-8.05,-4.75
  └─ CFO/OP,885%,-694%,-215%,231%
