Metric,Mar 2024,Mar 2025
Cash from Operating Activity,1.05,1.83
  └─ Profit from operations,-0.90,3.80
  └─ Receivables,-0.09,-0.44
  └─ Inventory,-0.05,-0.06
  └─ Payables,0.38,0.01
  └─ Loans Advances,1.12,-1.74
  └─ Other WC items,0.58,0.26
  └─ Working capital changes,1.96,-1.97
Cash from Investing Activity,0.14,0.12
  └─ Fixed assets purchased,-0.26,-0.34
  └─ Fixed assets sold,0.00,0.17
  └─ Investments purchased,0.00,-0.08
  └─ Interest received,0.40,0.37
Cash from Financing Activity,-0.95,-0.99
  └─ Proceeds from borrowings,0.12,0.13
  └─ Interest paid fin,-0.37,-0.35
  └─ Financial liabilities,-0.70,-0.78
Net Cash Flow,0.24,0.95
  └─ Free Cash Flow,0.79,1.66
  └─ CFO/OP,-89%,52%
