Metric,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity,18,-9,3
  └─ Profit from operations,35.74,18.95,20.75
  └─ Receivables,-2.04,-28.51,-6.07
  └─ Payables,1.53,0.85,17.30
  └─ Loans Advances,-21.20,23.61,-37.57
  └─ Other WC items,5.51,-14.79,13.83
  └─ Working capital changes,-16.21,-18.85,-12.52
  └─ Direct taxes,-1.87,-8.97,-5.21
Cash from Investing Activity,-1,-25,5
  └─ Fixed assets purchased,-11.77,-1.99,-1.06
  └─ Fixed assets sold,7.99,3.77,-0.00
  └─ Investments purchased,-0.00,-7.20,-0.00
  └─ Investments sold,3.37,2.03,4.90
  └─ Interest received,-0.00,-0.00,2.09
  └─ Dividends received,0.02,0.02,0.05
  └─ Other investing items,-0.14,-21.56,-1.02
Cash from Financing Activity,1,39,-3
  └─ Proceeds from shares,18.76,50.15,1.28
  └─ Proceeds from borrowings,2.48,0.00,0.11
  └─ Repayment of borrowings,-0.04,-5.77,-1.07
  └─ Interest paid fin,-1.17,-0.95,-0.88
  └─ Other financing items,-18.76,-4.88,-2.30
Net Cash Flow,18,5,5
  └─ Free Cash Flow,14,-7,2
  └─ CFO/OP,56%,1%,42%
